bossName,bossDifficulty,bossReqQuest,bossReqLevel,bossLevel, bossHP ,bossHPStr,bossHPperPhase,isHpRevision,bossDef,bossForce,rewardItem1,rewardItem1Name,rewardItem2,rewardItem2Name,rewardItem3,rewardItem3Name,rewardItem4,rewardItem4Name,bossPattern1,bossPattern2,bossPattern3,bossPattern4,bossTip
진 힐라,노말,아케인리버 - 테네브리스 - [고통의 미궁],250,250," 88,000,000,000,000 ",88조,0,1,300,아케인 포스 : 820,04001886,약 1억 5000만 메소,04001886,약 1억 9000만 메소,04001886,약 0만 메소,04001886,약 0만 메소,보스를 진행하는 동안 회복 아이템을 이용할 수 없습니다.,보스를 진행하는 동안 회복 아이템을 이용할 수 없습니다.,,,"진 힐라에서는 유리하던 상황에서도, 한 순간의 실수로 절망적인 상황을 보게 될 수 있습니다. 전투가 끝나는 순간까지 집중력을 유지하세요."
진 힐라,하드,아케인리버 - 테네브리스 - [고통의 미궁],250,250," 176,000,000,000,000 ",176조,0,1,300,아케인 포스 : 900,02636420,솔 에르다의 기운 70,02636420,솔 에르다의 기운 120,,,,,"[데스 카운트] : 진 힐라에서 데스 카운트는 영혼의 개수로 표시됩니다. 체력이 0이 되어 사망하면 초록색 빛나는 영혼이 하나 깎이고, 초록색으로 빛나는 영혼이 모두 사라지면 공략에 실패합니다.","[데스 카운트] : 진 힐라에서 데스 카운트는 영혼의 개수로 표시됩니다. 체력이 0이 되어 사망하면 초록색 빛나는 영혼이 하나 깎이고, 초록색으로 빛나는 영혼이 모두 사라지면 공략에 실패합니다.",,,"[붉은 실] 공격에 맞지 않는 고정된 자리가 맵 곳곳에 있습니다. 극딜을 할 때, 그 자리에서 안정적으로 공격을 시도하세요."
,,,,,,,,,,,01122443,데이브레이크 펜던트,01122443,데이브레이크 펜던트,,,,,"[붉은 실] : 맵 위쪽에서 초록색 손이 뻗어나오고, 궤적이 표시된 이후 붉은 실을 발사합니다. 피격 시 2초 동안 경직 상태가 되며, 플레이어의 영혼을 빼앗습니다.\\n데스카운트가 빨간색으로 변해 목숨을 하나 잃는 셈이지만, 다시 되찾을 수 있습니다.\\n양초에 불이 하나 켜집니다.","[붉은 실] : 맵 위쪽에서 초록색 손이 뻗어나오고, 궤적이 표시된 이후 붉은 실을 발사합니다. 피격 시 2초 동안 경직 상태가 되며, 플레이어의 영혼을 빼앗습니다.\\n데스카운트가 빨간색으로 변해 목숨을 하나 잃는 셈이지만, 다시 되찾을 수 있습니다.\\n양초에 불이 하나 켜집니다.",,,"2페이즈부터 보게 되는 [뼈 파동] 공격은 [초앞보뒤] 로 외워야 합니다. 초록빛은 앞쪽 안전, 보랏빛은 뒤쪽 안전입니다. 그리고 잊지 마세요. 진힐라에게서 세 발짝 앞 또는 뒤입니다."
,,,,,,,,,,,02048717,영원한 환생의 불꽃,01122430,고통의 근원,,,,,"[양초] : 맵 배경을 보면, 양초가 파티원 수에 맞게 배치됩니다. 실에 맞았을 때 양초에 불이 하나 켜집니다.\\n모든 양초에 불이 켜지면 맵에 제단이 생성되고, 제단에서 채집 키를 연타하면 빼앗긴 영혼을 회수할 수 있습니다. 또한, 영혼을 회수한 후 짧은 시간 동안 회복 아이템을 사용할 수 있습니다.","[양초] : 맵 배경을 보면, 양초가 파티원 수에 맞게 배치됩니다. 실에 맞았을 때 양초에 불이 하나 켜집니다.\\n모든 양초에 불이 켜지면 맵에 제단이 생성되고, 제단에서 채집 키를 연타하면 빼앗긴 영혼을 회수할 수 있습니다. 또한, 영혼을 회수한 후 짧은 시간 동안 회복 아이템을 사용할 수 있습니다.",,,"2페이즈부터 보게 되는 좌우 휘두르기, 소위 [고근] 패턴의 투사체는 엎드려서 피할 수 있습니다."
,,,,,,,,,,,02048767,검은 환생의 불꽃,04001894,어두운 힘의 기운,,,,,"[낫 베기] : 배경에 모래시계가 있습니다. 모래시계 시간이 다 되면, 힐라가 낫을 휘둘러 붉은 실에 빼앗긴 영혼을 가져갑니다. 빨간 영혼을 가지고 있었다면, 빨간 영혼의 수만큼 데스 카운트가 사라집니다. 낫 베기는 진 힐라의 페이즈 상태에 따라 재발동 대기시간이 다릅니다.\\n파티 전체에 남은 데스카운트에 따라 양초의 개수가 설정됩니다.","[낫 베기] : 배경에 모래시계가 있습니다. 모래시계 시간이 다 되면, 힐라가 낫을 휘둘러 붉은 실에 빼앗긴 영혼을 가져갑니다. 빨간 영혼을 가지고 있었다면, 빨간 영혼의 수만큼 데스 카운트가 사라집니다. 낫 베기는 진 힐라의 페이즈 상태에 따라 재발동 대기시간이 다릅니다.\\n파티 전체에 남은 데스카운트에 따라 양초의 개수가 설정됩니다.",,,"3, 4페이즈에서 등장하는 스우, 데미안의 공격 자체는 치명적이지 않지만, 넉백 공격으로 인한 후속 피해를 조심하세요."
,,,,,,,,,,,04023025,꺼지지 않는 불꽃,02028409,흑옥의 보스 반지 상자(상급),,,,,[욕망의 현신] : 힐라가 욕망의 현신을 소환합니다. 욕망의 현신은 주변 플레이어를 향해 팔을 휘두릅니다. 피격 시 최대 체력의 20% 피해.\\n욕망의 현신은 죽었을 때 그 자리에 남아 독을 내뿜습니다. 독에 피격 시 최대 체력의 10% 피해.\\n욕망의 현신은 2번 쓰러트려야 사라집니다.,[욕망의 현신] : 힐라가 욕망의 현신을 소환합니다. 욕망의 현신은 주변 플레이어를 향해 팔을 휘두릅니다. 피격 시 최대 체력의 20% 피해.\\n욕망의 현신은 죽었을 때 그 자리에 남아 독을 내뿜습니다. 독에 피격 시 최대 체력의 10% 피해.\\n욕망의 현신은 3번 쓰러트려야 사라집니다.,,,
,,,,,,,,,,,04023026,영원히 꺼지지 않는 불꽃,02633923,아케인셰이드 무기 상자,,,,,힐라가 맵 일부 지역에 독안개를 생성합니다. 안개는 일정 시간이 지나면 점점 작아지며 소멸합니다.\\n최대 체력의 10% 피해,힐라가 맵 일부 지역에 독안개를 생성합니다. 안개는 일정 시간이 지나면 점점 작아지며 소멸합니다.\\n최대 체력의 10% 피해,,,
,,,,,,,,,,,04023027,영원히 꺼지지 않는 검은 불꽃,02633924,아케인셰이드 방어구 상자,,,,,"힐라가 푸른색 영혼을 방출해 플레이어를 행동 불가 상태로 만들고, 낫을 휘두릅니다.\\n영혼 방출에 피격 시 최대 체력의 10% 피해, 낫 공격에 피격 시 최대 체력의 10% 피해를 받고 날아갑니다.\\n'파란 바인드' 즉, [파바] 라고도 부릅니다.","힐라가 푸른색 영혼을 방출해 플레이어를 행동 불가 상태로 만들고, 낫을 휘두릅니다.\\n영혼 방출에 피격 시 최대 체력의 10% 피해, 낫 공격에 피격 시 최대 체력의 10% 피해를 받고 날아갑니다.\\n'파란 바인드' 즉, [파바] 라고도 부릅니다.",,,
,,,,,,,,,,,02049179,놀라운 긍정의 혼돈 주문서 60%,04023026,영원히 꺼지지 않는 불꽃,,,,,힐라가 전방의 적을 향해 낫을 휘두릅니다.\\n최대 체력의 10% 피해,힐라가 전방의 적을 향해 낫을 휘두릅니다.\\n최대 체력의 20% 피해,,,
,,,,,,,,,,,02633919,악세서리 공격력/마력 스크롤,04023027,영원히 꺼지지 않는 검은 불꽃,,,,,힐라가 플레이어의 위치로 순간이동합니다.,힐라가 플레이어의 위치로 순간이동합니다.,,,
