bossName,bossDifficulty,bossReqQuest,bossReqLevel,bossLevel, bossHP ,bossHPStr,bossHPperPhase,isHpRevision,bossDef,bossForce,rewardItem1,rewardItem1Name,rewardItem2,rewardItem2Name,rewardItem3,rewardItem3Name,rewardItem4,rewardItem4Name,bossPattern1,bossPattern2,bossPattern3,bossPattern4,bossTip
듄켈,노말,아케인리버 - 테네브리스 - [리멘],255,265," 26,000,000,000,000 ",26조,0,1,300,아케인 포스 : 850,04001928,약 8000만 메소,04001928,약 1억 8000만 메소,04001886,약 0만 메소,04001886,약 0만 메소,"맵에 흰 빛줄기가 나타나고, 잠시 후에 빛줄기가 폭발합니다.\\n최대 체력의 35% 피해","맵에 흰 빛줄기가 나타나고, 잠시 후에 빛줄기가 폭발합니다.\\n최대 체력의 40% 피해",,,엘리트 보스의 끊임 없는 공격이 전투를 매우 정신 없게 만들 겁니다.
듄켈,하드,아케인리버 - 테네브리스 - [리멘],255,265," 157,500,000,000,000 ",157조 5000억,0,1,300,아케인 포스 : 850,04001893,염원의 불꽃,02636420,솔 에르다의 기운 120,,,,,타락한 용사들이 소환됩니다. 소환 직후 일정 시간동안 무적 상태입니다. 공격에 피격 시 최대 체력의 5% 피해\\n타락한 용사 체력 : 100억,타락한 용사들이 소환됩니다. 소환 직후 일정 시간동안 무적 상태입니다. 공격에 피격 시 최대 체력의 5% 피해\\n타락한 용사 체력 : 300억,,,"많은 엘리트 보스의 패턴이 치명적이지만, 특히 줄라이의 [스나이핑] 과 [모카딘]의 레이징 블로우를 조심하세요."
,,,,,,,,,,,01032330,에스텔라 이어링,01032330,에스텔라 이어링,,,,,타락한 용사는 오랜 시간 살아있으면 자폭 공격을 하며 혼란 상태이상을 겁니다.\\n최대 체력의 10% 피해,타락한 용사는 오랜 시간 살아있으면 자폭 공격을 하며 혼란 상태이상을 겁니다.\\n최대 체력의 10% 피해,,,"패턴을 피할 때, 공중을 잘 활용해보세요. 대부분의 패턴 위협은 바닥에 있어, 높은 공중은 바닥에 비해 패턴 위협이 훨씬 적습니다."
,,,,,,,,,,,02028407,녹옥의 보스 반지 상자(하급),01032316,커맨더 포스 이어링,,,,,[모카딘] : 플레이어 근처에서 나타나 레이징 블로우를 사용합니다.\\n최대 체력의 5% 피해로 4번 공격 후 스턴,[모카딘] : 플레이어 근처에서 나타나 레이징 블로우를 사용합니다.\\n최대 체력의 9% 피해로 4번 공격 후 스턴,,,"듄켈의 [돌진 베기] 패턴은 엎드려서 피할 수 있지만, 엎드린 상태에선 다른 공격에 매우 취약해지므로 멀리 떨어져 피하는 걸 권장합니다."
,,,,,,,,,,,,,02633916,프리미엄 악세서리 공격력/마력 스크롤,,,,,[모카딘] : 공중에서 사슬이 떨어지는 마법진을 소환합니다.\\n사슬 : 최대 체력의 8% 피해로 6번 공격,[모카딘] : 공중에서 사슬이 떨어지는 마법진을 소환합니다.\\n사슬 : 최대 체력의 10% 피해로 6번 공격,,,"듄켈의 [검기] 패턴은 맵 끝까지 공격하지는 않습니다. 검기 패턴을 예고했는데, 듄켈의 모습이 보이지 않는다면 안전한 위치에 있는 겁니다."
,,,,,,,,,,,,,02633918,매지컬 무기 주문서,,,,,[카리아인] : 맵 끝에서 마법 구체를 발사합니다. 피격 시 슬로우가 걸리며\\n틱 당 최대 체력의 15% 피해,[카리아인] : 맵 끝에서 마법 구체를 발사합니다. 피격 시 슬로우가 걸리며\\n틱 당 최대 체력의 25% 피해,,,"여러 개의 패턴을 겹쳐 맞을 때가 가장 위험합니다. 패턴을 피할 수 없다면, 하나만을 확실하게 맞는 선택이 생존에 도움이 될 겁니다."
,,,,,,,,,,,,,02633917,프리미엄 펫장비 공격력/마력 스크롤,,,,,[카리아인] : 바닥에서 솟아오르는 사슬 마법진을 생성합니다.\\n사슬 : 최대 체력의 6% 피해로 4번 공격,[카리아인] : 바닥에서 솟아오르는 사슬 마법진을 생성합니다.\\n사슬 : 최대 체력의 10% 피해로 4번 공격,,,
,,,,,,,,,,,,,02028409,흑옥의 보스 반지 상자(상급),,,,,[줄라이] : 맵 끝에서 나타나 스나이핑을 사용합니다.\\n최대 체력의 40% 피해를 받고 허약 상태이상,[줄라이] : 맵 끝에서 나타나 스나이핑을 사용합니다.\\n최대 체력의 60% 피해를 받고 허약 상태이상,,,
,,,,,,,,,,,,,02633923,아케인셰이드 무기 상자,,,,,[줄라이] : 공중에서 사슬이 떨어지는 마법진을 소환합니다.\\n사슬 : 최대 체력의 8% 피해로 6번 공격,[줄라이] : 공중에서 사슬이 떨어지는 마법진을 소환합니다.\\n사슬 : 최대 체력의 10% 피해로 6번 공격,,,
,,,,,,,,,,,,,02633924,아케인셰이드 방어구 상자,,,,,"[CQ57] : 플레이어 근처에서 나타나 파이널 컷을 사용합니다.\\n최대 체력의 12% 피해, 빗나감 상태이상","[CQ57] : 플레이어 근처에서 나타나 파이널 컷을 사용합니다.\\n최대 체력의 20% 피해, 빗나감 상태이상",,,
,,,,,,,,,,,,,,,,,,,[CQ57] : 플레이어 근처에서 나타나 팬텀 블로우를 사용합니다.\\n최대 체력의 4% 피해로 6번 공격,[CQ57] : 플레이어 근처에서 나타나 팬텀 블로우를 사용합니다.\\n최대 체력의 7% 피해로 6번 공격,,,
,,,,,,,,,,,,,,,,,,,"[플레드] : 플레드가 나타나, 헤드 샷을 사용합니다.\\n최대 체력의 20% 피해, 혼란 상태이상","[플레드] : 플레드가 나타나, 헤드 샷을 사용합니다.\\n최대 체력의 30% 피해, 혼란 상태이상",,,
,,,,,,,,,,,,,,,,,,,[플레드] : 플레이어 근처에서 나타나 피스트 인레이지를 사용합니다. 최대 체력의 3% 피해로 9번 공격,[플레드] : 플레이어 근처에서 나타나 피스트 인레이지를 사용합니다. 최대 체력의 5% 피해로 9번 공격,,,
,,,,,,,,,,,,,,,,,,,"[듄켈] : 검을 아래쪽으로 내리고 기를 모은 뒤, 전방으로 쳐올립니다.\\n최대 체력의 40% 피해를 입히며 넉백","[듄켈] : 검을 아래쪽으로 내리고 기를 모은 뒤, 전방으로 쳐올립니다.\\n최대 체력의 50% 피해를 입히며 넉백",,,
,,,,,,,,,,,,,,,,,,,"[듄켈] : 검을 아래쪽으로 내리고 기를 모은 뒤, 빠르게 돌진하며 검을 휘두릅니다.\\n최대 체력의 60% 피해","[듄켈] : 검을 아래쪽으로 내리고 기를 모은 뒤, 빠르게 돌진하며 검을 휘두릅니다.\\n최대 체력의 90% 피해",,,
,,,,,,,,,,,,,,,,,,,"[듄켈] : 하늘로 높이 올라간 뒤, 플레이어의 위치로 하강하여 검으로 바닥을 내려찍습니다.\\n최대 체력의 45% 피해, 스턴 상태이상","[듄켈] : 하늘로 높이 올라간 뒤, 플레이어의 위치로 하강하여 검으로 바닥을 내려찍습니다.\\n최대 체력의 60% 피해, 스턴 상태이상",,,
,,,,,,,,,,,,,,,,,,,"[듄켈] : 검을 높게 들어올려 기를 모은 뒤, 거대한 검기를 발사합니다.\\n최대 체력의 120% 피해\\n어그로 대상이 먼 거리에 있을 때 사용합니다.","[듄켈] : 검을 높게 들어올려 기를 모은 뒤, 거대한 검기를 발사합니다.\\n최대 체력의 150% 피해\\n어그로 대상이 먼 거리에 있을 때 사용합니다.",,,
,,,,,,,,,,,,,,,,,,,[듄켈] : 검을 바닥에 꽂습니다. 이 때 하늘에서 운석이 느린 속도로 떨어집니다.\\n최대 체력의 30% 피해,[듄켈] : 검을 바닥에 꽂습니다. 이 때 하늘에서 운석이 느린 속도로 떨어집니다.\\n최대 체력의 40% 피해,,,
