bossName,bossDifficulty,bossReqQuest,bossReqLevel,bossLevel, bossHP ,bossHPStr,bossHPperPhase,isHpRevision,bossDef,bossForce,rewardItem1,rewardItem1Name,rewardItem2,rewardItem2Name,rewardItem3,rewardItem3Name,rewardItem4,rewardItem4Name,bossPattern1,bossPattern2,bossPattern3,bossPattern4,bossTip
카링,이지,그란디스 - 도원경,275,275," 921,000,000,000,000 ","921조(본체, 사흉 합산)",1페이즈 : 288조(96조 x3)\2페이즈 : 105조\3페이즈 : 528조(132조 x4),1,380,어센틱 포스 : 230,04001886,약 3억 메소,04001886,약 4억 메소,04001886,약 8억 메소,04001886,약 16억 메소,기본 기믹,기본 기믹,기본 기믹,기본 기믹,-
카링,노말,그란디스 - 도원경,275,285," 3,700,000,000,000,000 ","3700조(본체, 사흉 합산)",1페이즈 : 1200조(400조 x3)\2페이즈 : 500조\3페이즈 : 2000조(500조 x4),1,380,어센틱 포스 : 330,02636420,솔 에르다의 기운 200,02636420,솔 에르다의 기운 300,02636420,솔 에르다의 기운 500,02636420,솔 에르다의 기운 800,"※ 피해량 및 정신력, 계절의 기운 수치가 표기와 다를 수 있습니다.",[정신력] : 카링 레이드에서는 데스카운트 대신 [정신력] 이 존재합니다. 1페이즈 클리어 시 정신력을 300 회복하는 것 이외에는 회복하는 방법이 없습니다. 정신력의 최대치인 1000을 초과할 수 없습니다.\파티원이 사망할 때마다 정신력을 잃습니다. 소모되는 정신력은 파티원의 수에 따라 다릅니다.\1명 : 200 소모\2명 : 120 소모\3명 : 80 소모\4명 : 70 소모\5명 : 60 소모\6명 : 50 소모\정신력이 0이 되면 공략에 실패합니다.,"※ 피해량 및 정신력, 계절의 기운 수치가 표기와 다를 수 있습니다.","※ 피해량 및 정신력, 계절의 기운 수치가 표기와 다를 수 있습니다.",
카링,하드,그란디스 - 도원경,275,285, ??? ,???,???,1,380,어센틱 포스 : 350,01662198,카링로이드,01662198,카링로이드,01662198,카링로이드,,,[정신력] : 카링 레이드에서는 데스카운트 대신 [정신력] 이 존재합니다. 1페이즈 클리어 시 정신력을 300 회복하는 것 이외에는 회복하는 방법이 없습니다. 정신력의 최대치인 1000을 초과할 수 없습니다.\파티원이 사망할 때마다 정신력을 잃습니다. 소모되는 정신력은 파티원의 수에 따라 다릅니다.\1명 : 200 소모\2명 : 120 소모\3명 : 80 소모\4명 : 70 소모\5명 : 60 소모\6명 : 50 소모\정신력이 0이 되면 공략에 실패합니다.,"[계절의 균형] : 카링 레이드에는 계절의 균형 시스템이 있습니다. 봄[노랑] / 여름[파랑] / 가을[보라] 로 3가지 종류로 나뉘며, 3개 계절의 기운을 500씩 가지고 시작합니다.\계절 하나의 게이지가 증가하면, 이전 계절의 게이지가 증가한 게이지만큼 감소합니다. 예를 들어, 여름 게이지가 50 증가하면, 봄 게이지는 50 감소합니다.",[정신력] : 카링 레이드에서는 데스카운트 대신 [정신력] 이 존재합니다. 1페이즈 클리어 시 정신력을 300 회복하는 것 이외에는 회복하는 방법이 없습니다. 정신력의 최대치인 1000을 초과할 수 없습니다.\파티원이 사망할 때마다 정신력을 잃습니다. 소모되는 정신력은 파티원의 수에 따라 다릅니다.\1명 : 200 소모\2명 : 120 소모\3명 : 80 소모\4명 : 70 소모\5명 : 60 소모\6명 : 50 소모\정신력이 0이 되면 공략에 실패합니다.,[정신력] : 카링 레이드에서는 데스카운트 대신 [정신력] 이 존재합니다. 1페이즈 클리어 시 정신력을 300 회복하는 것 이외에는 회복하는 방법이 없습니다. 정신력의 최대치인 1000을 초과할 수 없습니다.\파티원이 사망할 때마다 정신력을 잃습니다. 소모되는 정신력은 파티원의 수에 따라 다릅니다.\1명 : 200 소모\2명 : 120 소모\3명 : 80 소모\4명 : 70 소모\5명 : 60 소모\6명 : 50 소모\정신력이 0이 되면 공략에 실패합니다.,
카링,익스트림,그란디스 - 도원경,275,285, ??? ,???,???,1,380,어센틱 포스 : 480,02636607,뒤엉킨 흉수의 고리 조각(1/2 고리),02635747,뒤엉킨 흉수의 고리,02635747,뒤엉킨 흉수의 고리 2개,,,"[계절의 균형] : 카링 레이드에는 계절의 균형 시스템이 있습니다. 봄[노랑] / 여름[파랑] / 가을[보라] 로 3가지 종류로 나뉘며, 3개 계절의 기운을 500씩 가지고 시작합니다.\계절 하나의 게이지가 증가하면, 이전 계절의 게이지가 증가한 게이지만큼 감소합니다. 예를 들어, 여름 게이지가 50 증가하면, 봄 게이지는 50 감소합니다.","[균형의 붕괴] : 계절의 기운 게이지가 0이 되면, 해당 계절의 균형이 붕괴되며 350의 [정신력] 을 잃습니다.\균형이 붕괴된 계절에서는 더이상 게이지가 증감되지 않습니다.","[계절의 균형] : 카링 레이드에는 계절의 균형 시스템이 있습니다. 봄[노랑] / 여름[파랑] / 가을[보라] 로 3가지 종류로 나뉘며, 3개 계절의 기운을 500씩 가지고 시작합니다.\계절 하나의 게이지가 증가하면, 이전 계절의 게이지가 증가한 게이지만큼 감소합니다. 예를 들어, 여름 게이지가 50 증가하면, 봄 게이지는 50 감소합니다.","[계절의 균형] : 카링 레이드에는 계절의 균형 시스템이 있습니다. 봄[노랑] / 여름[파랑] / 가을[보라] 로 3가지 종류로 나뉘며, 3개 계절의 기운을 500씩 가지고 시작합니다.\계절 하나의 게이지가 증가하면, 이전 계절의 게이지가 증가한 게이지만큼 감소합니다. 예를 들어, 여름 게이지가 50 증가하면, 봄 게이지는 50 감소합니다.",
,,,,,,,,,,,02003587,반짝이는 빨간 별 물약,02003587,반짝이는 빨간 별 물약,02003587,반짝이는 빨간 별 물약,,,"[균형의 붕괴] : 계절의 기운 게이지가 0이 되면, 해당 계절의 균형이 붕괴되며 350의 [정신력] 을 잃습니다.\균형이 붕괴된 계절에서는 더이상 게이지가 증감되지 않습니다.",[행동불가 저항] : 사도의 힘을 얻은 괴물들에게는 행동 불가 상태로 만들 수 없습니다.,"[균형의 붕괴] : 계절의 기운 게이지가 0이 되면, 해당 계절의 균형이 붕괴되며 350의 [정신력] 을 잃습니다.\균형이 붕괴된 계절에서는 더이상 게이지가 증감되지 않습니다.","[균형의 붕괴] : 계절의 기운 게이지가 0이 되면, 해당 계절의 균형이 붕괴되며 350의 [정신력] 을 잃습니다.\균형이 붕괴된 계절에서는 더이상 게이지가 증감되지 않습니다.",
,,,,,,,,,,,02048767,검은 환생의 불꽃,02048767,검은 환생의 불꽃,02048767,검은 환생의 불꽃,,,[행동불가 저항] : 사도의 힘을 얻은 괴물들에게는 행동 불가 상태로 만들 수 없습니다.,,[행동불가 저항] : 사도의 힘을 얻은 괴물들에게는 행동 불가 상태로 만들 수 없습니다.,[행동불가 저항] : 사도의 힘을 얻은 괴물들에게는 행동 불가 상태로 만들 수 없습니다.,
,,,,,,,,,,,04023027,영원히 꺼지지 않는 검은 불꽃,04023027,영원히 꺼지지 않는 검은 불꽃,04023027,영원히 꺼지지 않는 검은 불꽃,,,,맵 패턴,,,
,,,,,,,,,,,02049179,놀라운 긍정의 혼돈 주문서 60%,02049179,놀라운 긍정의 혼돈 주문서 60%,02049179,놀라운 긍정의 혼돈 주문서 60%,,,맵 패턴,"[개화] : 일정 시간마다 맵에 직선이 나타나고, 꽃이 피어납니다.\꽃이 피어날 때 최대 체력의 5% 피해, 피어난 꽃에 따라 해당 계절의 기운이 60 증가\매화(빨강) : 봄\난초(보라) : 여름\국화(노랑) : 가을",맵 패턴,맵 패턴,
,,,,,,,,,,,02633916,프리미엄 악세서리 공격력/마력 스크롤,02633916,프리미엄 악세서리 공격력/마력 스크롤,02633916,프리미엄 악세서리 공격력/마력 스크롤,,,"[개화] : 일정 시간마다 맵에 직선이 나타나고, 꽃이 피어납니다.\꽃이 피어날 때 최대 체력의 5% 피해, 피어난 꽃에 따라 해당 계절의 기운이 55 증가\매화(빨강) : 봄\난초(보라) : 여름\국화(노랑) : 가을",,"[개화] : 일정 시간마다 맵에 직선이 나타나고, 꽃이 피어납니다.\꽃이 피어날 때 최대 체력의 5% 피해, 피어난 꽃에 따라 해당 계절의 기운이 90 증가\매화(빨강) : 봄\난초(보라) : 여름\국화(노랑) : 가을","[개화] : 일정 시간마다 맵에 직선이 나타나고, 꽃이 피어납니다.\꽃이 피어날 때 최대 체력의 5% 피해, 피어난 꽃에 따라 해당 계절의 기운이 110 증가\매화(빨강) : 봄\난초(보라) : 여름\국화(노랑) : 가을",
,,,,,,,,,,,02633918,매지컬 무기 주문서,02633918,매지컬 무기 주문서,02633918,매지컬 무기 주문서,,,,1페이즈,,,
