1,4001003,다크 사이트,버프,10,"일정 시간 동안 그림자에 몸을 숨겨 적의 공격을 회피한다. 회피한 공격이 최대 HP의 일정 비율로 피해를 입히는 공격일 경우 다크 사이트가 해제될 때 회피한 횟수에 비례하여 재사용 대기시간이 적용된다. 지속 중 스킬을 사용하거나 다크 사이트 스킬 키를 한 번 더 눌러 다크 사이트 상태를 해제할 수 있다. 단, 일부 이동 스킬 사용 시에는 다크 사이트 상태가 해제되지 않는다.","MP 5 소비, 200초 동안 그림자에 몸을 숨김\\n최대 HP의 일정 비율로 피해를 입히는 공격을 회피하였을 경우 다크 사이트가 해제되었을 때 회피한 횟수당 재사용 대기시간 3초 적용, 최대 5번까지 중첩",0
1,4001014,플래시 점프,액티브,5,점프 중 사용하면 진행 방향으로 연속 두 번 점프한다. 스킬 레벨이 증가할수록 점프 거리가 증가한다. 점프 키로도 사용할 수 있다.,"MP 22 소비, 일정 거리 점프, 2회 연속 사용 가능",0
1,4000012,사이드 스텝,패시브,10,영구적으로 회피율을 증가시킨다.,회피율 15% 증가,0
1,4001013,샤프 슬래시,액티브,10,전방에 있는 다수의 적을 칼날을 교차하여 빠르게 벤다.,"MP 13 소비, 최대 3명의 적을 90% 데미지로 3번 공격",0
1,4300008,샤프 슬래시 강화,패시브,5,샤프 슬래시를 강화한다.\\n필요 스킬 : 샤프 슬래시 10레벨 이상,"MP 11 소비, 최대 4명의 적을 120% 데미지로 3번 공격",0
1,4301004,토네이도 스핀,액티브,15,빠르게 대쉬하여 전방 다수의 적에게 강력한 스핀 공격을 한다.\\n블레이드 어센션으로 연계 가능하다.,MP 36 소비하여 최대 6명의 적에게 380% 데미지로 스핀 공격,0
1,4300000,이도류 마스터리,패시브,10,"단검과 블레이드 숙련도를 증가시킨다. \\n2차 스킬 '이도 액셀레이션'을 익히기 위해 5레벨 이상, 4차 스킬 '이도류 엑스퍼트'를 익히기 위해 10레벨 이상 필요",단검과 블레이드 숙련도 50% 증가,0
1,4300009,셀프 헤이스트,패시브,5,본인의 이동속도와 점프력 및 최대 이동속도를 영구히 증가시킨다.,"영구적으로 이동속도 40, 점프력 23 증가하며 최대 이동속도 20 만큼 증가",0
2,4311002,페이탈 블로우,액티브,10,매우 빠른 속도로 대상을 연속 공격한다.,"MP 30 소비, 108% 데미지로 7번 공격",0
2,4311003,슬래시 스톰,액티브,20,전방의 적 다수를 공격한다.\\n3차 스킬 '블러디 스톰'을 익히기 위해 20레벨 이상 필요,"MP 24 소비, 최대 6명의 적을 190% 데미지로 3번 공격",0
2,4310010,이도 액셀레이션,패시브,10,공격 속도와 행운이 증가한다.\\n필요 스킬 : 이도류 마스터리 5레벨 이상,"공격 속도 2단계, 행운 20 증가",0
2,4310005,카르마,패시브,20,자신의 공격력을 증가시키고 적의 공격을 받아도 뒤로 물러서지 않는 상태로 만든다.,"공격력 30, 스탠스 확률 40% 증가",0
2,4310006,피지컬 트레이닝,패시브,5,신체 단련을 통해 영구적으로 행운과 민첩성을 증가시킨다.,"영구적으로 행운 30, 민첩성 30 증가",0
2,4320008,슬래시 스톰 강화,패시브,10,슬래시 스톰을 강화한다.\\n필요 스킬 : 슬래시 스톰 20레벨 이상,"MP 18 소비, 최대 6명의 적을 220% 데미지로 3번 공격",0
2,4321006,플라잉 어썰터,액티브,20,"공중에서 대각선 아래로 하강하며 범위 내의 다수의 적을 공격하고 일정 확률로 기절 상태로 만든다.\\n토네이도 스핀, 블러디 스톰으로 연계 가능하다.","MP 44 소비, 최대 8명의 적을 165% 데미지로 4번 공격, 20% 확률로 6초 동안 기절",0
2,4321002,플래시 뱅,액티브,5,섬광 단검을 던져 일정 시간 동안 적 다수의 시야를 차단한다. 대상의 명중치를 감소시킬 수 있으며 해당 적에게 추가 데미지를 입힐 수 있다.,"MP 65 소비, 최대 6명에게 250% 데미지, 100% 확률로 60초 동안 명중치 20% 감소, 해당 적에게 자신의 모든 스킬의 데미지 10% 증가",30
2,4320005,베놈,패시브,20,영구적으로 단검과 블레이드에 독을 바른다. 대상은 일정 확률로 중독 상태에 빠져 지속적으로 데미지를 입는다. 독은 중복될 수 없으며 대상의 HP를 1 이하로 떨어뜨리지 못한다.\\n4차 스킬 '페이탈 베놈'을 익히기 위해 20레벨 이상 필요,"공격 시 30% 확률로, 6초 동안 1초 당 90% 데미지의 도트 데미지 추가",0
3,4331000,블러디 스톰,액티브,20,"비화원 난무의 비기로 화려한 모션을 사용해 양 옆의 적을 빠르게 공격한다. 토네이도 스핀과 플라잉 어썰터의 데미지를 영구적으로 증가시키는 패시브 효과가 있다.\\n토네이도 스핀, 블레이드 어센션으로 연계 가능하다.\\n필요 스킬 : 슬래시 스톰 20레벨 이상","MP 50 소비, 265% 데미지로 최대 8명의 적을 3번 공격\\n[패시브 효과 : 토네이도 스핀과 플라잉 어썰터의 데미지 20% 증가]",0
3,4331011,블레이드 어센션,액티브,20,비화원 승천의 비기로 공중으로 솟구쳐 오르며 전방의 적들을 베어낸다.\\n위 방향키와 함께 사용할 경우 1회에 한해 조금 더 높이 상승할 수 있다. 해당 커맨드 스킬은 공중에서는 1번만 사용할 수 있고 지상에서 커맨드 스킬을 사용해 상승했다면 공중에서 커맨드 스킬을 사용할 수 없다. \\n플라잉 어썰터로 연계 가능하다.,"MP 41 소비, 175%의 데미지로 전방 6명의 적을 3회 공격하며 공중으로 떠오른다.",0
3,4331006,사슬지옥,액티브,20,1마리의 적을 가까이 끌어당겨 연타 공격을 하고 일정 확률로 적을 기절시킨다. 발동 및 공격 도중 무적 상태가 되며 다른 스킬 중 사용할 수 있다. 사슬지옥은 모든 공격이 크리티컬로 적용되며 움직일 수 없는 고정형의 몬스터의 경우 사용범위에 제한이 있다.,"MP 75 소비, 사용 시 1.5초 동안 무적 적용\\n사슬이 명중한 적에게 150% 데미지로 1회 공격 후 연타 공격 발동 시 150% 데미지로 7번 공격하고 10%의 확률로 적을 4초 동안 기절, 추가 크리티컬 확률 100%, 공격 도중 무적",45
3,4331002,미러 이미징,버프,20,"일정 시간 동안 자신과 똑같은 모습의 분신을 소환한다. 별도의 HP는 없으며 공격 보조의 기능을 하게 된다. 일부 스킬에서는 적용되지 않고 모습을 변화시키거나 움직임을 제한하는 공격을 받을 경우 사라진다. 소환 스킬, 전직업 공용 5차 스킬 및 일부 스킬에는 적용되지 않는다.\\n4차 스킬 '더미 이펙트'를 익히기 위해 20레벨 이상 필요","MP 67 소비, 200초 동안 플래시 뱅을 제외한 모든 공격에 최종 데미지의 70%로 추가 타격을 하는 그림자 동료 소환",0
3,4330001,어드밴스드 다크 사이트,패시브,5,"은신기술을 연마하여 다크 사이트 중 공격 혹은 스킬 사용 시 일정 확률로 다크 사이트가 해제되지 않도록 해준다. 또한 피격 시 일정 확률로 다크 사이트가 자동 발동되며 다크 사이트 중 공격 시 최종 데미지가 증가한다.\\n단, 피격 시 발동되는 다크 사이트로 최대 HP의 일정 비율로 피해를 입히는 공격을 회피하였을 경우 재사용 대기시간이 적용되지 않지만 다크 사이트의 지속 시간이 감소된다.\\n필요 스킬 : 다크 사이트 10레벨 이상","다크 사이트 중 공격 및 스킬 사용 시 49% 확률로 은신이 해제되지 않음. 피격 시 20% 확률로 다크 사이트 자동 발동, 다크 사이트 중 공격 시 최종 데미지 20% 증가\\n피격 시 발동되는 다크 사이트로 최대 HP의 일정 비율로 피해를 입히는 공격을 회피하였을 경우 다크 사이트의 남은 지속 시간이 최대치의 20% 만큼 감소",0
3,4330007,바이탈 스틸,패시브,5,공격 시 일정 확률로 HP를 회복한다.,공격 시 10% 확률로 최대 HP의 20%를 회복.,0
3,4330008,래디컬 다크니스,패시브,10,"어둠과의 친화를 통해 최대 HP, 상태 이상 내성, 모든 속성 내성을 영구적으로 증가시킨다.","최대 HP 20%, 상태 이상 내성 30, 모든 속성 내성 30% 증가",0
3,4330009,섀도우 이베이젼,패시브,20,"일정 확률로 적의 공격을 회피할 수 있게 되며, 회피 성공 후 7초 동안 공격력이 증가하고, 이어지는 공격은 반드시 크리티컬로 적중한다.","30% 확률로 회피, 회피 성공 후 7초 동안 공격력 15 증가 및 이어지는 모든 공격은 크리티컬 판정. 회피 성공 시 다음 5초 동안 발동하지 않음.",0
4,4341004,블레이드 퓨리,액티브,30,비화원의 선풍의 비기로 양손의 검을 이용해 빠르게 회전하며 주변의 적들을 동시에 베어낸다. 몬스터의 방어율을 일정 수준 무시할 수 있다.\\n5차 스킬 '헌티드 엣지'를 익히기 위해 30레벨 이상 필요,"MP 65 소비, 최대 8명의 적을 250% 데미지로 5번 공격, 몬스터의 방어율 20% 무시",0
4,4341009,팬텀 블로우,액티브,30,비화원 격노의 비기로 전방의 적들에게 치명적인 연속공격을 가한다. 몬스터의 방어율을 일정수준 무시할 수 있다.\\n5차 스킬 '헌티드 엣지'를 익히기 위해 30레벨 이상 필요,"MP 42 소비, 330% 데미지로 3명의 적 6번 공격, 몬스터의 방어율 30% 무시",0
4,4341002,파이널 컷,액티브,30,다량의 HP를 일시에 소비해 다수의 적에게 매우 강한 공격을 가한다. 사용하면 일정 시간 동안 더 큰 데미지를 줄 수 있다.,"MP 400, 최대 HP의 10% 소비, 2000% 데미지로 최대 8명의 적 공격. 차지 시간이 짧으면 데미지 감소\\n사용 시 60초 동안 최종 데미지 40% 증가, 사용 후 3초 동안 무적 효과 적용",90
4,4341011,써든레이드,액티브,30,숨어 있던 동료들을 총동원하여 적들을 공격한다. 써든레이드는 공격반사 상태의 적을 공격해도 피해를 입지 않으며 사용하면 파이널 컷의 재사용 대기시간을 일정 비율로 감소시킨다.,"MP 290 소비, 최대 15명의 적에게 494% 데미지로 7회 공격, 10초 동안 1초당 210%의 도트 데미지\\n사용 시 파이널 컷의 남아있는 재사용 대기시간 20% 감소",30
4,4341000,메이플 용사,파티 버프,30,"일정 시간 동안 파티원의 모든 능력치를 일정 퍼센트만큼 증가시켜 준다. 메이플 용사, 시그너스 나이츠, 노바의 용사, 레프의 용사, 이계의 용사, 아니마의 용사, 륀느의 가호는 중첩되지 않는다.","MP 70 소비, 900초 동안 AP를 직접 투자한 모든 능력치 15% 증가",0
4,4341008,용사의 의지,액티브,5,"정신을 집중하여 상태 이상으로부터 벗어난다. 사용 후 3초 동안 상태 이상 면역. 단, 일부 상태 이상 효과에는 적용되지 않고 컴뱃 오더스가 적용되지 않는다.",MP 30 소비,300
4,4341006,더미 이펙트,액티브,30,"미러 이미징으로 소환된 자신의 그림자를 분리시킨다. 분신은 적들의 공격을 집중시켜 나를 적의 공격으로부터 지켜주는 역할을 하며, 공격받는 순간 섀도우 이베이젼이 발동한다. 미러 이미징 스킬 사용 중에만 쓸 수 있다. 또한 영구적으로 듀얼블레이더의 방어력과 회피 확률을 증가시킨다.\\n필요 스킬 : 미러 이미징 20레벨 이상","액티브 효과 : MP 135 소비, 90초 동안 HP 19000인 그림자 소환, 그림자가 소환되어 있을 때 피격 데미지 20% 감소, 그림자가 피해를 받으면 섀도우 이베이젼 발동\\n그림자는 일부 공격에 피해를 받지 않음\\n[패시브 효과 : 25% 확률로 적의 공격을 회피, 방어력 60% 증가]",0
4,4340007,쏜즈 이펙트,패시브,20,자신의 공격력을 증가시키며 적의 공격을 받아도 뒤로 물러서지 않는 상태로 만든다.,"공격력 30 증가, 스탠스 확률 60% 증가.",0
4,4340010,샤프니스,패시브,10,크리티컬 확률과 크리티컬 데미지를 증가시킨다.,"크리티컬 확률 35%, 크리티컬 데미지 13% 증가",0
4,4340012,페이탈 베놈,패시브,10,"베놈의 독에 중독될 확률과 독 데미지를 영구히 증가시키고, 독이 중첩되는 횟수를 증가시킨다.\\n필요 스킬 : 베놈 20레벨 이상","공격 시 50% 확률로, 8초 동안 1초당 160% 데미지의 도트 데미지 추가, 3회 중첩 가능",0
4,4340013,이도류 엑스퍼트,패시브,30,단검과 블레이드 숙련도와 공격력과 최종 데미지를 증가시킨다.\\n필요 스킬 : 이도류 마스터리 10레벨 이상,"단검과 블레이드 숙련도 증가량 70%로 증가, 공격력 30, 최종 데미지 20% 증가",0
5,4340055,블레이드 퓨리-리인포스,스킬 강화,150,블레이드 퓨리의 데미지를 증가시킨다.,데미지 20% 증가,0
5,4340056,블레이드 퓨리-이그노어 가드,스킬 강화,165,블레이드 퓨리의 방어율 무시를 증가시킨다.,방어율 무시 20% 증가,0
5,4340057,블레이드 퓨리-엑스트라 타겟,스킬 강화,190,블레이드 퓨리의 최대 공격 가능한 몬스터 수를 증가시킨다.,최대 공격 가능한 몬스터 수 2 증가,0
5,4340046,팬텀 블로우-리인포스,스킬 강화,140,팬텀 블로우의 데미지를 증가시킨다.,데미지 20% 증가,0
5,4340047,팬텀 블로우-이그노어 가드,스킬 강화,165,팬텀 블로우의 몬스터 방어율 무시 수치를 증가시킨다.,방어율 무시 20% 증가,0
5,4340048,팬텀 블로우-보너스 어택,스킬 강화,180,팬텀 블로우의 공격 횟수를 증가시킨다.,공격 횟수 1 증가,0
5,4340043,블레이드 어센션-이그노어 가드,스킬 강화,140,블레이드 어센션의 방어율 무시를 증가시킨다.,방어율 무시 20% 증가,0
5,4340044,블레이드 어센션-리인포스,스킬 강화,150,블레이드 어센션의 데미지를 증가시킨다.,데미지 20% 증가,0
5,4340045,블레이드 어센션-보너스 어택,스킬 강화,180,블레이드 어센션의 공격 횟수를 증가시킨다.,공격 횟수 1 증가,0
5,4341052,아수라,액티브,160,빠르게 회전하여 보이지 않는 진공의 칼날을 주위에 두른 채 적들을 섬멸한다. 아수라는 공격 반사 상태의 적을 공격해도 피해를 입지 않고 어떠한 공격에도 밀리지 않는다.,"MP 300 소비. 5초 동안 상대의 방어율을 100% 무시하며 10명의 적을 693% 데미지로 5번 공격, 지속 시간 동안 이동 및 점프가 가능하며 스킬 재사용 시 즉시 취소",60
5,4341053,에픽 어드벤쳐,버프,190,"메이플 월드 곳곳을 누빈 전설의 모험가들만이 사용할 수 있는 버프로, 데미지를 증가시킨다.","MP 100 소비, 60초 동안 데미지 10% 증가\\n파티원 중 모험가 직업군에만 효과",120
5,4341054,히든 블레이드,버프,140,비화원의 비급 속에 존재하는 비검을 소환하여 자신의 모든 공격에 강력한 추가타를 입힌다. 추가로 데미지가 증가한다.,"MP 200 소비, 데미지 10% 증가\\n[파이널 어택류 스킬] 90초 동안 100% 확률로 직접 공격하는 공격 스킬에 240%의 추가타 발생",0
6,4001013,샤프 슬래시 강화,스킬 강화,50,샤프 슬래시의 최종 데미지를 5% / 250% / 300% 증가시킨다.,20레벨 : 최대 공격 가능 대상 1 증가\\n40레벨 : 몬스터 방어율 무시 20% 증가,0
6,4301004,토네이도 스핀 강화,스킬 강화,50,토네이도 스핀의 최종 데미지를 5% / 250% / 300% 증가시킨다.,20레벨 : 최대 공격 가능 대상 1 증가\\n40레벨 : 몬스터 방어율 무시 20% 증가,0
6,4311002,페이탈 블로우 강화,스킬 강화,50,페이탈 블로우의 최종 데미지를 5% / 250% / 300% 증가시킨다.,20레벨 : 최대 공격 가능 대상 1 증가\\n40레벨 : 몬스터 방어율 무시 20% 증가,0
6,4311003,슬래시 스톰 강화,스킬 강화,50,슬래시 스톰의 최종 데미지를 5% / 250% / 300% 증가시킨다.,20레벨 : 최대 공격 가능 대상 1 증가\\n40레벨 : 몬스터 방어율 무시 20% 증가,0
6,4321002,플래시 뱅 강화,스킬 강화,50,플래시 뱅의 최종 데미지를 3% / 150% / 180% 증가시킨다.,20레벨 : 최대 공격 가능 대상 1 증가\\n40레벨 : 몬스터 방어율 무시 20% 증가,0
