1,154001000,아츠 : 크로스 컷,액티브,20,[아츠]\\n차크람을 사선으로 휘둘러 전방의 적을 힘껏 벤다.,"MP 12 소비, 최대 5명의 적을 120% 데미지로 3번 공격\\n공격 적중 시 보이드 러쉬/보이드 블리츠의 재사용 대기시간 1초 감소",0
1,154001001,스파크,액티브,5,점프 중 한 번 더 도약하여 먼 거리를 이동한다. 위 방향키와 함께 사용해 위 방향으로도 이동할 수 있다.,"MP 5 소비, 일정 거리 점프",0
1,154001003,보이드 러쉬,액티브,10,[보이드]\\n잔상만 보일 정도로 한 방향으로 빠르게 이동한다. 좌우 방향으로 사용할 수 있어 방향키와 함께 사용하면 해당 방향으로 이동할 수 있다. 보이드 러쉬는 재사용 대기시간 초기화의 효과를 받지 않는다.\\n2차 스킬 '인새니티 I'를 익히기 위해 10레벨 이상 필요,"MP 10 소비, 입력한 방향으로 빠르게 이동",5
1,154000004,플레어,패시브,15,타고난 신체적 재능을 수련으로 더욱 강화한다.,"공격력 30, 방어력 150, 최대 HP 500, 최대 MP 500, 스탠스 확률 40% 증가",0
1,154000005,패이션스,패시브,15,"극한의 인내심으로 훈련하여 이동속도, 점프력, 최대 이동속도, 회피율을 증가시킨다.","이동속도 40, 점프력 20, 최대 이동속도 20, 회피율 30% 증가",0
2,154101000,아츠 : 듀얼 엣지,액티브,20,[아츠]\\n차크람의 양날을 활용하여 전방을 강하게 벤다.,"MP 25 소비, 최대 6명의 적을 160% 데미지로 4번 공격\\n공격 적중 시 보이드 러쉬/보이드 블리츠의 재사용 대기시간 1초 감소",0
2,154101001,아츠 : 크레센텀,액티브,20,[아츠]\\n순간적으로 빠르게 회전하여 주변의 적을 휩쓴다. 보이드 러쉬 이동 중 혹은 이동 후에 연계하여 사용하거나 보이드 블리츠 시전 이후 사용할 수 있다. 직전에 사용한 보이드 러쉬의 방향에 따라 공격 범위가 달라진다.\\n필요 스킬 : 인새니티 I 1레벨 이상,"MP 25 소비, 최대 8명의 적을 230% 데미지로 4번 공격\\n사용 시 보이드 러쉬/보이드 블리츠의 재사용 대기시간 5초 감소",5
2,154101005,차크람 부스터,버프,10,일정 시간 동안 차크람의 공격 속도를 증가시킨다.\\n필요 스킬 : 차크람 마스터리 5레벨 이상,"MP 10 소비, 200초 동안 차크람의 공격 속도 2단계 증가",0
2,154100006,차크람 마스터리,패시브,10,차크람 숙련도와 공격력을 증가시킨다.\\n4차 스킬 '차크람 엑스퍼트'를 익히기 위해 10레벨 이상 필요,"차크람 숙련도 50%, 공격력 30 증가",0
2,154100003,인새니티 I,패시브,20,"잔상에 칼날을 덧대어 보이드 러쉬를 강화한다. 보이드 러쉬가 8방향으로 사용할 수 있게 강화되며 이동 경로 상의 적에게 데미지를 입힐 수 있게 된다. 또한 사용 시 짧은 시간 동안 다크 사이트 상태가 되며 이동 종료 시 짧은 시간 동안 체공한다. 아츠 및 헥스 계열 스킬 사용 중에 사용할 수 있으며 이동 중 점프키를 입력하여 즉시 정지할 수 있다. 보이드 러쉬는 공격 반사 상태의 적을 공격해도 피해를 입지 않으며 재사용 대기시간 초기화의 효과를 받지 않는다.\\n필요 스킬 : 보이드 러쉬 10레벨 이상\\n3차 스킬 '인새니티 II', '디시빙 블레이드'를 익히기 위해 20레벨 이상 필요","MP 30 소비, 입력한 방향으로 빠르게 이동하며 최대 6명의 적을 120% 데미지로 2번 공격\\n일반 몬스터 공격 시 데미지 180%p 증가\\n사용 시 2초 동안 다크 사이트",5
2,154100008,임펄스,패시브,9,복수심을 손 끝으로 집중시켜 적의 급소를 순식간에 파악한다.,"크리티컬 확률 35%, 크리티컬 데미지 20% 증가",0
2,154100007,피지컬 트레이닝,패시브,5,신체 단련을 통해 행운을 증가시킨다.,행운 60 증가,0
3,154111002,아츠 : 트리플 배쉬,액티브,20,[아츠]\\n차크람으로 전방의 적에게 강력한 참격을 수회 날린다.,"MP 35 소비, 최대 6명의 적을 220% 데미지로 5번 공격\\n공격 적중 시 보이드 러쉬/보이드 블리츠의 재사용 대기시간 1초 감소",0
3,154111006,헥스 : 차크람 스윕,액티브,20,[헥스]\\n전방에 거대한 차크람을 던져 그 반동으로 후방으로 도약한다.,"MP 45 소비, 최대 8명의 적을 300% 데미지로 7번 공격하는 거대 차크람 투척",6
3,154111000,서먼 차크리,온오프,1,넘쳐흐르는 마력으로 빚어낸 무기의 형상인 차크리를 남길 수 있게 된다. 소환된 차크리는 헥스 계열 스킬 사용을 통해 레조네이트로 발현시킬 수 있다.\\n스킬 사용 시 효과가 활성화되고 재사용 시 비활성화되는 온오프 스킬\\n필요 스킬 : 레조네이트 1레벨 이상,"보이드 계열로 몬스터 처치 혹은 보스 몬스터 공격 시 30% 확률로 차크리 생성\\n아츠/헥스 계열 스킬을 보이드 계열 스킬로 취소 시 100% 확률로 차크리 생성\\n생성된 차크리는 30초 동안 지속, 최대 6개 생성 가능, 차크리가 이미 있는 곳 근처에는 생성 불가",0
3,154110001,레조네이트,액티브,15,"강력한 마력으로 소환된 차크리를 발현시켜 자유자재로 움직일 수 있게 된다. 헥스 계열 스킬 사용 시 일정 범위 내의 차크리가 레조네이트로 발현되며, 발현된 레조네이트는 발현 지점 주변의 적을 추적하여 공격한다. 레조네이트는 최대 HP가 높은 보스 몬스터를 우선 추적하며 공격 반사 상태의 적을 공격해도 피해를 입지 않는다.","헥스 계열 스킬 사용 시 일정 범위 내 소환된 차크리를 레조네이트로 발현\\n발현된 레조네이트는 165% 데미지로 3번 공격, 최대 3회 튕긴 후 소멸\\n하나의 대상에게 반복해서 적중 시 최종 데미지 45% 감소",0
3,154110003,인새니티 II,패시브,10,"더욱 강력한 잔상으로 보이드 러쉬를 추가로 강화한다. 보이드 러쉬의 공격 범위가 증가하며 연속으로 사용할 수 있게 되며 헥스 계열 스킬로 연계할 수 있다. 단, 공중에서 상단을 포함한 방향으로는 재사용 대기시간 초기화와 무관하게 최대 2회 사용할 수 있다. 스파크 및 헥스 계열 스킬을 제외한 다른 스킬 사용 시 연속 사용 가능 상태가 해제된다. 보이드 러쉬 이동 중에도 보이드 러쉬를 재입력하여 다음 이동을 즉시 시작할 수 있다. 보이드 러쉬는 공격 반사 상태의 적을 공격해도 피해를 입지 않으며 재사용 대기시간 초기화의 효과를 받지 않는다. 인새니티 I의 효과를 덮어쓴다.\\n필요 스킬 : 인새니티 I 20레벨 이상\\n4차 스킬 '인새니티 III'를 익히기 위해 10레벨 이상 필요","MP 40 소비, 입력한 방향으로 빠르게 이동하며 최대 6명의 적을 180% 데미지로 3번 공격\\n일반 몬스터 공격 시 데미지 210%p 증가\\n사용 시 2초 동안 다크 사이트\\n최대 2회 연속 사용 가능",5
3,154111007,보이드 인핸스,온오프,1,잔상을 가속하여 보이드 러쉬의 이동 거리를 증가시킨다.\\n스킬 사용 시 효과가 활성화되고 재사용 시 비활성화되는 온오프 스킬\\n필요 스킬 : 인새니티 II 1레벨 이상,보이드 러쉬의 이동 거리 증가,0
