bossName,bossDifficulty,bossReqQuest,bossReqLevel,bossLevel, bossHP ,bossHPStr,bossHPperPhase,isHpRevision,bossDef,bossForce,rewardItem1,rewardItem1Name,rewardItem2,rewardItem2Name,rewardItem3,rewardItem3Name,rewardItem4,rewardItem4Name,bossPattern1,bossPattern2,bossPattern3,bossPattern4,bossTip
선택받은 세렌,노말,그란디스 - 세르니움(후),260,270," 207,500,000,000,000 ",207조 5000억,1페이즈 : 52조 5000억\\n2페이즈 : 155조,1,380,1페이즈 어센틱 포스 : 150\\n2페이즈 어센틱 포스 : 200,04001886,약 2억 메소,04001886,약 3억 메소,04001886,약 12억 메소,04001886,약 0만 메소,"[태양 게이지] : 세렌의 일부 공격에 맞을 때 태양 게이지가 증가합니다. 현재 정보에서 [태양] 이라고 쓴 패턴은 태양 게이지가 차는 패턴입니다.\\n게이지가 가득 차면 플레이어는 5초 동안 행동 불가 상태가 됩니다.\\n2페이즈에서는 태양 게이지가 계속해서 차오르고, 게이지 칸에 [정오], [석양], [자정], [여명] 게이지와 시곗바늘이 생깁니다. 시계는 한 바퀴에 7분이고, 처음 시작할 땐 각각 [2분], [2분 10초], [40초], [2분 10초] 로 설정됩니다. 시간이 흐름에 따라 시곗바늘이 움직이고, 이 시간에 따라 세렌의 모습이 바뀝니다.\\n2페이즈에서 태양 게이지로 인한 [바인드]에 걸리면 [자정] 시간대가 줄어드는데, 이 [자정] 시간대가 완전히 사라지면 레이드는 실패 판정을 받습니다.","[태양 게이지] : 세렌의 일부 공격에 맞을 때 태양 게이지가 증가합니다. 현재 정보에서 [태양] 이라고 쓴 패턴은 태양 게이지가 차는 패턴입니다.\\n게이지가 가득 차면 플레이어는 5초 동안 행동 불가 상태가 됩니다.\\n2페이즈에서는 태양 게이지가 계속해서 차오르고, 게이지 칸에 [정오], [석양], [자정], [여명] 게이지와 시곗바늘이 생깁니다. 시계는 한 바퀴에 7분이고, 처음 시작할 땐 각각 [2분], [2분 10초], [40초], [2분 10초] 로 설정됩니다. 시간이 흐름에 따라 시곗바늘이 움직이고, 이 시간에 따라 세렌의 모습이 바뀝니다.\\n2페이즈에서 태양 게이지로 인한 [바인드]에 걸리면 [자정] 시간대가 줄어드는데, 이 [자정] 시간대가 완전히 사라지면 레이드는 실패 판정을 받습니다.","[태양 게이지] : 세렌의 일부 공격에 맞을 때 태양 게이지가 증가합니다. 현재 정보에서 [태양] 이라고 쓴 패턴은 태양 게이지가 차는 패턴입니다.\\n게이지가 가득 차면 플레이어는 5초 동안 행동 불가 상태가 됩니다.\\n태양 게이지가 계속해서 차오르고, 게이지 칸에 [정오], [석양], [자정], [여명] 게이지와 시곗바늘이 생깁니다. 시계는 한 바퀴에 7분이고, 처음 시작할 땐 각각 [2분], [2분 10초], [40초], [2분 10초] 로 설정됩니다. 시간이 흐름에 따라 시곗바늘이 움직이고, 이 시간에 따라 세렌의 모습이 바뀝니다.\\n2페이즈에서 태양 게이지로 인한 [바인드]에 걸리면 [자정] 시간대가 줄어드는데, 이 [자정] 시간대가 완전히 사라지면 레이드는 실패 판정을 받습니다.",,1페이즈는 장난에 불과합니다. 세렌 레이드는 2페이즈에서 본격적으로 시작됩니다.
선택받은 세렌,하드,그란디스 - 세르니움(후),260,270," 729,000,000,000,000 ",729조,1페이즈 : 126조\\n2페이즈 : 360조,1,380,1페이즈 어센틱 포스 : 150\\n2페이즈 어센틱 포스 : 200,02636420,솔 에르다의 기운 150,02636420,솔 에르다의 기운 220,02636420,솔 에르다의 기운 560,,,,,,,"[1페이즈] 를 클리어 하기 전에, 파티원의 태양 게이지를 확인하세요. 태양 게이지는 보존된 채 [2페이즈] 를 진행하기 때문에, 최대한 태양 게이지를 낮추고 [2페이즈]에 진입해야 합니다."
선택받은 세렌,익스트림,그란디스 - 세르니움(후),260,280," 7,289,000,000,000,000 ",7289조,1페이즈 : 1489조\\n2페이즈 : 5800조,1,380,1페이즈 어센틱 포스 : 150\\n2페이즈 어센틱 포스 : 200,02730002,수상한 에디셔널 큐브 10개,02730002,수상한 에디셔널 큐브 11개,02730002,수상한 에디셔널 큐브 11개,,,1페이즈,1페이즈,1페이즈,,"[충돌 무시] 디버프를 가진 스킬이 파티에 있다면, 세렌 레이드가 한 층 더 수월해질 겁니다."
,,,,,,,,,,,01122443,데이브레이크 펜던트,01122443,데이브레이크 펜던트,01122443,데이브레이크 펜던트,,,"[낙하물] : 계속해서 운석이 떨어집니다.\\n최대 체력의 15% 피해, 빗나감 상태이상","[낙하물] : 계속해서 운석이 떨어집니다.\\n최대 체력의 15% 피해, 빗나감 상태이상","[낙하물] : 계속해서 운석이 떨어집니다.\\n최대 체력의 15% 피해, 빗나감 상태이상",,세렌 공격의 대부분은 엎드려서 피할 수 있습니다. [위험하다!] 싶을 땐 일단 엎드리면 생존 가능성이 더 높습니다.
,,,,,,,,,,,02048717,영원한 환생의 불꽃,02632972,미트라의 코어 젬스톤,02632972,미트라의 코어 젬스톤,,,"[바닥 폭발] : [태양]바닥에서 빛의 기둥이 솟아오릅니다.\\n최대 체력의 40% 피해, 빗나감 상태이상","[바닥 폭발] : [태양]바닥에서 빛의 기둥이 솟아오릅니다.\\n최대 체력의 40% 피해, 빗나감 상태이상","[바닥 폭발] : [태양]바닥에서 빛의 기둥이 솟아오릅니다.\\n최대 체력의 40% 피해, 빗나감 상태이상",,"[2페-전체] 죽어서 비석을 꽂은 상태라면, [권능] 패턴이 시작 될 때 반드시 부활해야 합니다. 죽어서 비석을 꽂은 상태여도, 안전 구역 바깥에 있다면 권능 회피에 실패한 것으로 간주되어 모든 파티원이 위험해집니다."
,,,,,,,,,,,02048767,검은 환생의 불꽃,02633927,미트라의 분노 선택상자,02633927,미트라의 분노 선택상자,,,[돌진] : [태양]세렌이 전방으로 돌진합니다.\\n최대 체력의 30% 피해,[돌진] : [태양]세렌이 전방으로 돌진합니다.\\n최대 체력의 30% 피해,[돌진] : [태양]세렌이 전방으로 돌진합니다.\\n최대 체력의 30% 피해,,[2페-정오] 전방 레이저 패턴을 조심하세요. 플레이어가 바인드에 걸려 아무 행동도 할 수 없습니다. 
,,,,,,,,,,,04023027,영원히 꺼지지 않는 검은 불꽃,02048717,영원한 환생의 불꽃,02644201,그라비티 모듈(루즈 컨트롤 머신 마크 익셉셔널 강화),,,[찌르기] : [태양]세렌이 전방에 검을 내지릅니다.\\n최대 체력의 15% 피해,[찌르기] : [태양]세렌이 전방에 검을 내지릅니다.\\n최대 체력의 15% 피해,[찌르기] : [태양]세렌이 전방에 검을 내지릅니다.\\n최대 체력의 15% 피해,,"[2페-석양] 공격 하나 하나가 모두 치명적인 타이밍입니다. 특히 세 번에 걸쳐 사용하는 [태양 베기] 는 헤븐즈 도어와 같은 버프도 무시하기 때문에, 가능하다면 반드시 피하세요."
,,,,,,,,,,,02049179,놀라운 긍정의 혼돈 주문서 60%,02048767,검은 환생의 불꽃,02028410,백옥의 보스 반지 상자(최상급),,,"[검기] : [태양]세렌이 거대한 검기를 발사합니다.\\n최대 체력의 20% 피해, 1초 동안 스턴 상태이상","[검기] : [태양]세렌이 거대한 검기를 발사합니다.\\n최대 체력의 20% 피해, 1초 동안 스턴 상태이상","[검기] : [태양]세렌이 거대한 검기를 발사합니다.\\n최대 체력의 20% 피해, 2초 동안 스턴 상태이상",,"[2페-자정] 태양 게이지도 줄어들어, 잠깐 한 숨 돌리기 좋은 타이밍이지만, 권능 패턴이 상당히 빨리 찾아옵니다. 권능 타이머를 잘 지켜보세요."
,,,,,,,,,,,02633916,프리미엄 악세서리 공격력/마력 스크롤,04023026,영원히 꺼지지 않는 불꽃,02048717,영원한 환생의 불꽃,,,[레이저] : 세렌을 중심으로 8방향으로 레이저가 발사됩니다.\\n최대 체력의 50% 피해,[레이저] : 세렌을 중심으로 8방향으로 레이저가 발사됩니다.\\n최대 체력의 50% 피해,[레이저] : [태양]세렌을 중심으로 8방향으로 레이저가 발사됩니다.\\n최대 체력의 50% 피해,,"[2페-여명] 세렌에게 공격을 무리하게 시도하다간, 오히려 보호막이 회복되어 클리어가 더 어려워지는 참사가 일어나기 쉽습니다. 세렌의 체력을 깎기보다, 보호막을 덜 채우는 방향으로 진행하세요."
,,,,,,,,,,,02633918,매지컬 무기 주문서,04023027,영원히 꺼지지 않는 검은 불꽃,02048767,검은 환생의 불꽃,,,,,,,
