bossName,bossDifficulty,bossReqQuest,bossReqLevel,bossLevel, bossHP ,bossHPStr,bossHPperPhase,isHpRevision,bossDef,bossForce,rewardItem1,rewardItem1Name,rewardItem2,rewardItem2Name,rewardItem3,rewardItem3Name,rewardItem4,rewardItem4Name,bossPattern1,bossPattern2,bossPattern3,bossPattern4,bossTip
파풀라투스,이지,루더스 호수 - 루디브리엄 - 시계탑 깊은 곳 - [파풀라투스],115,125," 400,000,000 ",4억,1페이즈 : 3억\\n2페이즈 : 1억,1,50,아케인/어센틱 없음,04001886,약 40만 메소,04001886,약 150만 메소,04001886,약 2500만 메소,,,맵 위에 있는 집게가 내려와 플레이어를 잡습니다. 피격 시 2초간 행동불가,맵 위에 있는 집게가 내려와 플레이어를 잡습니다. 피격 시 2초간 행동불가,맵 위에 있는 집게가 내려와 플레이어를 잡습니다. 피격 시 2초간 행동불가,,"시침/분침 레이저를 막을 때, 맵의 오른쪽에서 막는 게 전투에 더 유리합니다."
파풀라투스,노말,루더스 호수 - 루디브리엄 - 시계탑 깊은 곳 - [파풀라투스],155,155," 20,000,000,000 ",200억,1페이즈 : 140억\\n2페이즈 : 60억,1,90,아케인/어센틱 없음,02000004,엘릭서,02000005,파워 엘릭서,02000005,파워 엘릭서,,,파풀라투스가 손으로 바닥을 내려찍습니다. 피격 시 넉백,파풀라투스가 손으로 바닥을 내려찍습니다. 피격 시 넉백,파풀라투스가 손으로 바닥을 내려찍습니다. 피격 시 넉백,,"간단한 사칙연산(+, -, /, *)을 암산으로 빠르게 계산할 수 있다면, 파풀라투스 전투에서 상당히 유리할 겁니다."
파풀라투스,카오스,루더스 호수 - 루디브리엄 - 시계탑 깊은 곳 - [파풀라투스],190,190," 504,000,000,000 ",5040억,1페이즈 : 3780억\\n 2페이즈 : 1260억,1,250,아케인/어센틱 없음,,,03016206,파풀라투스의 시계 의자,03016206,파풀라투스의 시계 의자,,,파풀라투스가 플레이어를 랜덤 위치로 순간이동 시킵니다.,파풀라투스가 플레이어를 랜덤 위치로 순간이동 시킵니다.,파풀라투스가 플레이어를 랜덤 위치로 순간이동 시킵니다.,,"파풀라투스가 차원의 균열 패턴을 쓸 때, 100% 회복 칸은 무슨 일이 있어도 없애야 합니다. 100% 회복 칸을 최우선으로 공략하세요."
,,,,,,,,,,,,,,,01022277,파풀라투스 마크,,,파풀라투스가 바닥에 하얀 시계를 소환합니다. 시계는 일정 시간이 지나면 폭발하며 그 위치에 있는 플레이어는 데미지를 받습니다.\\n최대 체력의 5% 피해,파풀라투스가 바닥에 하얀 시계를 소환합니다. 시계는 일정 시간이 지나면 폭발하며 그 위치에 있는 플레이어는 데미지를 받습니다.\\n최대 체력의 30% 피해,파풀라투스가 바닥에 하얀 시계를 소환합니다. 시계는 일정 시간이 지나면 폭발하며 그 위치에 있는 플레이어는 데미지를 받습니다.\\n최대 체력의 70% 피해,,
,,,,,,,,,,,,,,,,,,,"시침·분침 레이저 : 맵 왼쪽에는 빨간색 레이저, 맵 오른쪽에는 파란색 레이저가 소환됩니다. 레이저는 시곗바늘처럼 회전하며, 빨간색과 파란색 레이저가 서로 닿을 경우 맵 전체 폭발 공격.\\n 999999의 고정 피해","시침·분침 레이저 : 맵 왼쪽에는 빨간색 레이저, 맵 오른쪽에는 파란색 레이저가 소환됩니다. 레이저는 시곗바늘처럼 회전하며, 빨간색과 파란색 레이저가 서로 닿을 경우 맵 전체 폭발 공격.\\n 999999의 고정 피해","시침·분침 레이저 : 맵 왼쪽에는 빨간색 레이저, 맵 오른쪽에는 파란색 레이저가 소환됩니다. 레이저는 시곗바늘처럼 회전하며, 빨간색과 파란색 레이저가 서로 닿을 경우 맵 전체 폭발 공격.\\n 999999의 고정 피해",,
,,,,,,,,,,,,,,,,,,,"1페이즈 - 시간의 틈 : 바닥에 시간의 틈이 발동됩니다.\\n장판 위에 있을 때 피격, 즉사 피해","1페이즈 - 시간의 틈 : 바닥에 시간의 틈이 발동됩니다.\\n장판 위에 있을 때 피격, 즉사 피해","1페이즈 - 시간의 틈 : 바닥에 시간의 틈이 발동됩니다.\\n장판 위에 있을 때 피격, 즉사 피해",,
,,,,,,,,,,,,,,,,,,,"1페이즈 - 차원의 균열 : 파풀라투스가 무적 상태가 됩니다. 중앙의 시계를 조정할 수 있는 다크 로우스타를 소환하며, 60초가 지나면 중앙 시계에 남아있는 수치만큼 파풀라투스가 체력을 회복합니다.","1페이즈 - 차원의 균열 : 파풀라투스가 무적 상태가 됩니다. 중앙의 시계를 조정할 수 있는 다크 로우스타를 소환하며, 60초가 지나면 중앙 시계에 남아있는 수치만큼 파풀라투스가 체력을 회복합니다.","1페이즈 - 차원의 균열 : 파풀라투스가 무적 상태가 됩니다. 중앙의 시계를 조정할 수 있는 다크 로우스타를 소환하며, 60초가 지나면 중앙 시계에 남아있는 수치만큼 파풀라투스가 체력을 회복합니다.",,
,,,,,,,,,,,,,,,,,,,"1페이즈 - 파풀라투스의 저주 : 파풀라투스와 플레이어 머리 위에 타이머가 생기고, 파풀라투스의 타이머가 끝났을 때 플레이어와 차이나는 시간 만큼 스턴, 또는 스킬 봉인 상태이상에 걸립니다. 파풀라투스가 소환하는 몬스터에게서 드랍되는 ×2, ÷2 아이템으로 자신의 시간 조정 가능","1페이즈 - 파풀라투스의 저주 : 파풀라투스와 플레이어 머리 위에 타이머가 생기고, 파풀라투스의 타이머가 끝났을 때 플레이어와 차이나는 시간 만큼 스턴, 또는 스킬 봉인 상태이상에 걸립니다. 파풀라투스가 소환하는 몬스터에게서 드랍되는 ×2, ÷2 아이템으로 자신의 시간 조정 가능","1페이즈 - 파풀라투스의 저주 : 파풀라투스와 플레이어 머리 위에 타이머가 생기고, 파풀라투스의 타이머가 끝났을 때 플레이어와 차이나는 시간 만큼 스턴, 또는 스킬 봉인 상태이상에 걸립니다. 파풀라투스가 소환하는 몬스터에게서 드랍되는 ×2, ÷2 아이템으로 자신의 시간 조정 가능",,
,,,,,,,,,,,,,,,,,,,"1페이즈 - 알람 : 빨간색 제한 타이머가 끝나면, 파풀라투스의 알람이 울립니다.\\n초당 최대 체력의 10% 피해, 파풀라투스가 아무것도 하지 않음\\n하늘에서 태엽이 떨어집니다.\\n최대 체력의 10% 피해","1페이즈 - 알람 : 빨간색 제한 타이머가 끝나면, 파풀라투스의 알람이 울립니다.\\n초당 최대 체력의 10% 피해, 파풀라투스가 아무것도 하지 않음\\n하늘에서 태엽이 떨어집니다.\\n최대 체력의 10% 피해","1페이즈 - 알람 : 빨간색 제한 타이머가 끝나면, 파풀라투스의 알람이 울립니다.\\n초당 최대 체력의 10% 피해, 파풀라투스가 아무것도 하지 않음\\n하늘에서 태엽이 떨어집니다.\\n최대 체력의 10% 피해",,
,,,,,,,,,,,,,,,,,,,"2페이즈 - 시공간 비틀림 : 파풀라투스가 환영을 소환하고, 일정 시간이 지나면 파풀라투스가 소환된 환영을 흡수해 체력을 회복합니다.","2페이즈 - 시공간 비틀림 : 파풀라투스가 환영을 소환하고, 일정 시간이 지나면 파풀라투스가 소환된 환영을 흡수해 체력을 회복합니다.","2페이즈 - 시공간 비틀림 : 파풀라투스가 환영을 소환하고, 일정 시간이 지나면 파풀라투스가 소환된 환영을 흡수해 체력을 회복합니다.",,
,,,,,,,,,,,,,,,,,,,2페이즈 - 시간의 격류 : 파풀라투스가 플레이어에게 시한폭탄을 설치합니다. 폭탄은 시간이 지나면 폭발\\n최대 체력의 80% 피해\\n5초 이내에 파풀라투스에게 일정량의 피해를 입히면 플레이어는 피해를 입지 않음,2페이즈 - 시간의 격류 : 파풀라투스가 플레이어에게 시한폭탄을 설치합니다. 폭탄은 시간이 지나면 폭발\\n최대 체력의 80% 피해\\n5초 이내에 파풀라투스에게 일정량의 피해를 입히면 플레이어는 피해를 입지 않음,2페이즈 - 시간의 격류 : 파풀라투스가 플레이어에게 시한폭탄을 설치합니다. 폭탄은 시간이 지나면 폭발\\n최대 체력의 80% 피해\\n5초 이내에 파풀라투스에게 일정량의 피해를 입히면 플레이어는 피해를 입지 않음,,
