bossName,bossDifficulty,bossReqQuest,bossReqLevel,bossLevel, bossHP ,bossHPStr,bossHPperPhase,isHpRevision,bossDef,bossForce,rewardItem1,rewardItem1Name,rewardItem2,rewardItem2Name,rewardItem3,rewardItem3Name,rewardItem4,rewardItem4Name,bossPattern1,bossPattern2,bossPattern3,bossPattern4,bossTip
핑크빈,노말,시간의 신전 - [과거의 길] - [핑크빈],160,180," 2,100,000,000 ",21억,0,1,70,아케인/어센틱 없음,04001886,약 80만 메소,04001886,약 700만 메소,04001886,약 0만 메소,04001886,약 0만 메소,현자 솔로몬 : 벼락을 내리쳐 기절 또는 스킬봉인 상태이상을 겁니다.\\nHP : 8억,현자 솔로몬 : 벼락을 내리쳐 기절 또는 스킬봉인 상태이상을 겁니다.\\nHP : 210억,,,"현자 석상 바깥쪽에 있을 땐, 무닌과 휘긴이 패턴을 사용하지 않습니다. 화력이 충분하지 않고, 공격 사거리가 길다면 멀리서 석상을 공격하세요."
핑크빈,카오스,시간의 신전 - [과거의 길] - [핑크빈],170,190," 58,800,000,000 ",588억,0,1,100,아케인/어센틱 없음,02000005,파워 엘릭서,02000005,파워 엘릭서,,,,,"휘긴 : 슬로우, 스킬봉인, 허약 상태이상을 걸며 공격반사 버프를 사용합니다.\\nHP : 11억 8500만, 불 속성 반감, 얼음 속성 약점","휘긴 : 슬로우, 스킬봉인, 허약 상태이상을 걸며 공격반사 버프를 사용합니다.\\nHP : 252억, 불 속성 반감, 얼음 속성 약점",,,
,,,,,,,,,,,01162025,핑크빛 성배,01162025,핑크빛 성배,,,,,"아리엘 : 특정 지역에 독 안개를 뿌리고, 플레이어에게 언데드 상태이상을 겁니다. 제네시스 스킬을 사용하고 피격 시 암흑 상태이상을 겁니다. 바위를 떨어트리며 피격 시 최대 체력의 50% 피해와 기절 상태이상을 겁니다. 물리공격 또는 마법공격을 무시하는 버프를 사용합니다. 공격 반사 버프를 사용합니다.\\nHP : 15억 8000만, 물리 속성을 제외한 공격에 반감","아리엘 : 특정 지역에 독 안개를 뿌리고, 플레이어에게 언데드 상태이상을 겁니다. 제네시스 스킬을 사용하고 피격 시 암흑 상태이상을 겁니다. 바위를 떨어트리며 피격 시 최대 체력의 50% 피해와 기절 상태이상을 겁니다. 물리공격 또는 마법공격을 무시하는 버프를 사용합니다. 공격 반사 버프를 사용합니다.\\nHP : 420억, 물리 속성을 제외한 공격에 반감",,,
,,,,,,,,,,,01132272,골든 클로버 벨트,01132272,골든 클로버 벨트,,,,,"무닌 : 유혹, 혼란의 상태이상을 걸며, 일정 확률로 플레이어를 다른 맵으로 추방시킵니다. 비석을 떨어뜨려 약간의 데미지를 주며 기절 상태이상을 겁니다.\\n11억 8500만, 얼음 속성 반감, 불 속성 약점","무닌 : 유혹, 혼란의 상태이상을 걸며, 일정 확률로 플레이어를 다른 맵으로 추방시킵니다. 비석을 떨어뜨려 약간의 데미지를 주며 기절 상태이상을 겁니다.\\nHP : 252억, 얼음 속성 반감, 불 속성 약점",,,
,,,,,,,,,,,01022232,블랙빈 마크,01022232,블랙빈 마크,,,,,"현자 렉스 : 벼락을 내리쳐 언데드, 독, 혼란, 암흑 상태이상을 겁니다.\\nHP : 8억","현자 렉스 : 벼락을 내리쳐 언데드, 독, 혼란, 암흑 상태이상을 겁니다.\\nHP : 210억",,,
,,,,,,,,,,,,,01003622,블랙빈 / 카오스 핑크빈 방어구,,,,,핑크빈 : 핑크 제네시스로 맵 전체에 있는 플레이어를 공격합니다. 피격 시 스턴 또는 혼란 상태이상에 걸립니다.,"핑크빈 : 카오스 핑크빈은 196억의 체력을 가지고 있지만, 핑크빈이 체력을 회복하며 부활합니다. 카오스 핑크빈을 3번 잡아야 합니다.",,,
,,,,,,,,,,,,,,,,,,,핑크빈 : 음표 모양 비석을 떨어뜨립니다. 피격 시 암흑 상태이상에 걸립니다.,핑크빈 : 핑크 제네시스로 맵 전체에 있는 플레이어를 공격합니다. 피격 시 스턴 또는 혼란 상태이상에 걸립니다.,,,
,,,,,,,,,,,,,,,,,,,핑크빈 : 미니빈 충격파로 맵 전체에 있는 플레이어의 체력과 마나를 1 남게 합니다.,핑크빈 : 음표 모양 비석을 떨어뜨립니다. 피격 시 암흑 상태이상에 걸립니다.,,,
,,,,,,,,,,,,,,,,,,,핑크빈 : 호루라기를 불러 미니빈을 부릅니다. 미니빈은 물리공격을 무시하는 버프를 사용합니다.,핑크빈 : 미니빈 충격파로 맵 전체에 있는 플레이어의 체력과 마나를 1 남게 합니다.,,,
,,,,,,,,,,,,,,,,,,,"핑크빈 : 공격반사 버프를 사용합니다. (지속시간 : 15초, 재사용 대기시간 : 45초)",핑크빈 : 호루라기를 불러 미니빈을 부릅니다. 미니빈은 물리공격을 무시하는 버프를 사용합니다.,,,
,,,,,,,,,,,,,,,,,,,,"핑크빈 : 공격반사 버프를 사용합니다. (지속시간 : 15초, 재사용 대기시간 : 45초)",,,
