bossName,bossDifficulty,bossReqQuest,bossReqLevel,bossLevel, bossHP ,bossHPStr,bossHPperPhase,isHpRevision,bossDef,bossForce,rewardItem1,rewardItem1Name,rewardItem2,rewardItem2Name,rewardItem3,rewardItem3Name,rewardItem4,rewardItem4Name,bossPattern1,bossPattern2,bossPattern3,bossPattern4,bossTip
더스크,노말,아케인리버 - 테네브리스 - [문브릿지],245,255," 25,500,000,000,000 ",25조 5000억,0,1,300,아케인 포스 : 730,04001928,약 7200만 메소,04001928,약 1억 5000만 메소,04001886,약 0만 메소,04001886,약 0만 메소,공포 게이지 : 레이드를 진행하는 동안 공포 게이지가 지속적으로 증가합니다. 공격에 피격 시 더 빠르게 증가합니다. 공포 게이지가 모두 차면 [공포] 상태에 빠집니다.,공포 게이지 : 레이드를 진행하는 동안 공포 게이지가 지속적으로 증가합니다. 공격에 피격 시 더 빠르게 증가합니다. 공포 게이지가 모두 차면 [공포] 상태에 빠집니다.,,,"보스 입장 후, 1분이 지나면 더스크가 첫 눈을 뜹니다. 첫 눈이 뜨는 시간은 항상 시작 후 1분으로 고정되어 있습니다."
더스크,카오스,아케인리버 - 테네브리스 - [문브릿지],245,255," 127,500,000,000,000 ",127조 5000억,0,1,300,아케인 포스 : 730,04001893,염원의 불꽃,02636420,솔 에르다의 기운 100,,,,,공중에서 낙하물이 떨어집니다. 피격 시 최대 체력의 15% 피해를 받으며 상태이상에 걸립니다.\\n분홍 : 빗나감\\n파랑 : 기절\\n보라 : 언데드,공중에서 낙하물이 떨어집니다. 피격 시 최대 체력의 30% 피해를 받으며 상태이상에 걸립니다.\\n분홍 : 빗나감\\n파랑 : 기절\\n보라 : 언데드,,,"[흡수] 패턴이 끝날 때, 보스의 체력을 확인하세요. 더스크가 바로 눈을 떠서 공격할 기회를 얻을 수도 있습니다."
,,,,,,,,,,,02048717,영원한 환생의 불꽃,02048767,검은 환생의 불꽃,,,,,"[공포] : 시야가 차단되고, 맵에 '환각', '붙잡는 손' 몬스터가 생성됩니다. 몬스터 공격에 피격 시 각각 최대 체력의 5%, 10% 피해를 받으며 혼란, 석화 상태이상에 걸립니다.\\n공포 상태가 되면 검은 불꽃이 필드에 나타납니다. 최대 체력의 30% 피해를 받으며 스킬 봉인 상태이상에 걸립니다.\\n환각 체력 : 100억\\n붙잡는 손 체력 : 300억\\n[공포] 상태일 땐 낙하물이 떨어지지 않고, 일정 시간에 걸쳐 공포 게이지가 떨어집니다. 공포 게이지가 바닥나면 [공포] 상태가 풀립니다.","[공포] : 시야가 차단되고, 맵에 '환각', '붙잡는 손' 몬스터가 생성됩니다. 몬스터 공격에 피격 시 각각 최대 체력의 15%, 20% 피해를 받으며 혼란, 석화 상태이상에 걸립니다.\\n공포 상태가 되면 검은 불꽃이 필드에 나타납니다. 최대 체력의 30% 피해를 받으며 스킬 봉인 상태이상에 걸립니다.\\n환각 체력 : 300억\\n붙잡는 손 체력 : 무적\\n[공포] 상태일 땐 낙하물이 떨어지지 않고, 일정 시간에 걸쳐 공포 게이지가 떨어집니다. 공포 게이지가 바닥나면 [공포] 상태가 풀립니다.",,,"당신이 [공포] 상태일 땐, 낙하물이 떨어지지 않습니다."
,,,,,,,,,,,02048767,검은 환생의 불꽃,04023027,영원히 꺼지지 않는 검은 불꽃,,,,,더스크가 촉수로 자신의 눈을 가립니다. 더스크가 받는 피해가 기존의 10%로 감소합니다.,더스크가 촉수로 자신의 눈을 가립니다. 더스크가 받는 피해가 기존의 10%로 감소합니다.,,,"[석화] 나 [스턴] 처럼 치명적인 상태이상에 걸릴 때, [용사의 의지] 스킬을 사용하세요. 위험한 순간을 무사히 넘길 수 있습니다."
,,,,,,,,,,,02633920,추가 경험치 50% 쿠폰,02028409,흑옥의 보스 반지 상자(상급),,,,,촉수로 바닥을 내려찍습니다.\\n최대 체력의 65% 피해,촉수로 바닥을 내려찍습니다.\\n최대 체력의 99% 피해,,,"[공포] 상태에서 풀려날 때, 당신 주변의 파티원들의 공포 게이지를 감소시킬 수 있습니다. 이 점을 잘 활용해보세요."
,,,,,,,,,,,02003607,소형 경험 축적의 비약,01032330,에스텔라 이어링,,,,,"지면이 보랏빛으로 물들고, 그 지역에서 강력한 안개 폭풍이 발생합니다. 피격 시 최대 체력의 35% 피해","지면이 보랏빛으로 물들고, 그 지역에서 강력한 안개 폭풍이 발생합니다. 피격 시 최대 체력의 55% 피해",,,"더스크가 촉수를 거두고 [흡수] 패턴을 사용할 때, 6차 오리진 스킬로 더스크를 행동 불가 상태로 만들면 더스크는 [흡수] 패턴을 사용하지 않습니다."
,,,,,,,,,,,02003587,반짝이는 빨간 별 물약,01113306,거대한 공포,,,,,"딜 페이즈 : 더스크가 자신의 눈을 보호하던 촉수 2개로 바닥에 꽂습니다.\\n피격 시 즉사\\n이 때, 촉수에 올라갈 수 있으며 더스크에게 피해를 입힐 수 있습니다.","딜 페이즈 : 더스크가 자신의 눈을 보호하던 촉수 2개로 바닥에 꽂습니다.\\n피격 시 즉사\\n이 때, 촉수에 올라갈 수 있으며 더스크에게 피해를 입힐 수 있습니다.",,,
,,,,,,,,,,,02003586,반짝이는 파란 별 물약,02633916,프리미엄 악세서리 공격력/마력 스크롤,,,,,"딜 페이즈 종료 : 꽂았던 2개의 촉수를 거두면서, 더스크가 맵의 정중앙에 강력한 에너지를 뿜습니다.\\n틱 당 최대 체력의 300% 피해","딜 페이즈 종료 : 꽂았던 2개의 촉수를 거두면서, 더스크가 맵의 정중앙에 강력한 에너지를 뿜습니다.\\n틱 당 최대 체력의 300% 피해",,,
,,,,,,,,,,,02633892,대형 보스 명예의 훈장,02633918,매지컬 무기 주문서,,,,,"딜 페이즈인 촉수 패턴은 55초마다 등장하며,\\n더스크의 체력이 70%, 40%일 때 딜 페이즈가 고정으로 발동된다.","딜 페이즈인 촉수 패턴은 55초마다 등장하며,\\n더스크의 체력이 70%, 40%, 15%일 때 딜 페이즈가 고정으로 발동된다.",,,
,,,,,,,,,,,02028407,녹옥의 보스 반지 상자(하급),02633923,아케인셰이드 무기 상자,,,,,,,,,
,,,,,,,,,,,01032330,에스텔라 이어링,02633924,아케인셰이드 방어구 상자,,,,,,,,,
