bossName,bossDifficulty,bossReqQuest,bossReqLevel,bossLevel, bossHP ,bossHPStr,bossHPperPhase,isHpRevision,bossDef,bossForce,rewardItem1,rewardItem1Name,rewardItem2,rewardItem2Name,rewardItem3,rewardItem3Name,rewardItem4,rewardItem4Name,bossPattern1,bossPattern2,bossPattern3,bossPattern4,bossTip
윌,이지,아케인리버 - [에스페라],235,235," 16,800,000,000,000 ",16조 8000억,1페이즈 : 5조 6000억\\n2페이즈 : 4조 2000억\\n3페이즈 : 7조,1,300,아케인 포스 560,04001886,약 5000만 메소,04001886,약 6000만 메소,04001886,약 1억 4000만 메소,,,1페이즈,1페이즈,1페이즈,,"[모든 페이즈] 넉백 공격에 맞으면, 키 전환 상태이상에 걸립니다. 윌의 공격에 매우 취약해질 수 있는 상태이상이므로, 넉백 공격은 최대한 맞지 않도록 하세요."
윌,노말,아케인리버 - [에스페라],235,250," 25,200,000,000,000 ",25조 2000억,1페이즈 : 8조 4000억\\n2페이즈 : 6조 3000억\\n3페이즈 : 10조 5000억,1,300,아케인 포스 760,02730002,수상한 에디셔널 큐브 4개,04001890,코브웹 물방울석,02636420,솔 에르다의 기운 50,,,"1페이즈의 윌은 두 명입니다. 보라 방과 파란 방에 각각 윌이 한 명씩 있어 체력 게이지가 2개이고, 본체 체력이 따로 존재하는 모습을 볼 수 있습니다.","1페이즈의 윌은 두 명입니다. 보라 방과 파란 방에 각각 윌이 한 명씩 있어 체력 게이지가 2개이고, 본체 체력이 따로 존재하는 모습을 볼 수 있습니다.","1페이즈의 윌은 두 명입니다. 보라 방과 파란 방에 각각 윌이 한 명씩 있어 체력 게이지가 2개이고, 본체 체력이 따로 존재하는 모습을 볼 수 있습니다.",,"[모든 페이즈] NPC/채집 키를 자주 눌러야 하는 보스 중 하나입니다. 채집 키가 전투 중에 누르기 어려운 위치에 있다면, 키 세팅을 바꾸는 것도 나쁘지 않습니다."
윌,하드,아케인리버 - [에스페라],235,250," 126,000,000,000,000 ",126조,1페이즈 : 42조\\n2페이즈 : 31조 5000억\\n3페이즈 : 52조 5000억,1,300,아케인 포스 760,02048716,강력한 환생의 불꽃,01012757,트와일라이트 마크,04001890,코브웹 물방울석,,,달빛 게이지를 사용하여 다른 방으로 넘어갈 수 있습니다.,달빛 게이지를 사용하여 다른 방으로 넘어갈 수 있습니다.,달빛 게이지를 사용하여 다른 방으로 넘어갈 수 있습니다.,,"[1페이즈] 장풍 패턴은 텔레포트로 피할 수 있지만, 꽤 어려울 겁니다. 피할 수 없는 상황이라면 다른 방으로 이동하여 피할 수 있습니다."
,,,,,,,,,,,02048717,영원한 환생의 불꽃,02730002,수상한 에디셔널 큐브 5개,01012757,트와일라이트 마크,,,맵에서 거미 다리가 바닥을 내려찍습니다.\\n최대 체력의 20% 피해,맵에서 거미 다리가 바닥을 내려찍습니다.\\n최대 체력의 20% 피해,맵에서 거미 다리가 바닥을 내려찍습니다.\\n최대 체력의 20% 피해,,"[1페이즈] 2분 안에 모든 체력을 깎을 수 없다면, 윌의 체력을 골고루 깎아 HP 회복량을 최대한 줄이세요."
,,,,,,,,,,,02633920,추가 경험치 50% 쿠폰,02048716,강력한 환생의 불꽃,02633923,아케인셰이드 무기 상자,,,"윌이 정신을 집중하고, 붉은 장풍을 날립니다. 장풍은 맵의 끝까지 날아갑니다.\\n최대 체력의 70% 피해","윌이 정신을 집중하고, 붉은 장풍을 날립니다. 장풍은 맵의 끝까지 날아갑니다.\\n최대 체력의 90% 피해","윌이 정신을 집중하고, 붉은 장풍을 날립니다. 장풍은 맵의 끝까지 날아갑니다.\\n최대 체력의 90% 피해",,"[2페이즈] 맵의 거미 다리 패턴은, 사실 규칙이 있습니다. 한 번 다리가 떨어진 곳에는 다시 떨어지지 않습니다."
,,,,,,,,,,,02003607,소형 경험 축적의 비약,02048717,영원한 환생의 불꽃,02633924,아케인셰이드 방어구 상자,,,맵에 거미 모양의 마법진이 생성됩니다. 마법진에서 탄막이 발사됩니다.\\n최대 체력의 10% 피해를 입으며 달빛 게이지 감소,맵에 거미 모양의 마법진이 생성됩니다. 마법진에서 탄막이 발사됩니다.\\n최대 체력의 10% 피해를 입으며 달빛 게이지 감소,맵에 거미 모양의 마법진이 생성됩니다. 마법진에서 탄막이 발사됩니다.\\n최대 체력의 10% 피해를 입으며 달빛 게이지 감소,,"[2페이즈] 에서 윌은 앞쪽을 공격하는 척 하다가, 자신의 뒤쪽을 그림자가 공격하는 패턴을 씁니다. 윌이 공격을 준비하는데 그림자가 가만히 있다면, 반대 방향을 공격하는 겁니다."
,,,,,,,,,,,02003587,반짝이는 빨간 별 물약,02633920,추가 경험치 50% 쿠폰,02633926,저주받은 마도서 선택 상자,,,"윌이 팔을 휘두르거나 뻗으며 근거리/원거리 공격을 시전합니다. 원거리 넉백 공격에 맞을 경우, 스탠스에 상관없이 넉백되고 '혼란' 상태이상에 걸립니다.\\n최대 체력의 20% 피해","윌이 팔을 휘두르거나 뻗으며 근거리/원거리 공격을 시전합니다. 원거리 넉백 공격에 맞을 경우, 스탠스에 상관없이 넉백되고 '혼란' 상태이상에 걸립니다.\\n최대 체력의 20% 피해","윌이 팔을 휘두르거나 뻗으며 근거리/원거리 공격을 시전합니다. 원거리 넉백 공격에 맞을 경우, 스탠스에 상관없이 넉백되고 '혼란' 상태이상에 걸립니다.\\n최대 체력의 20% 피해",,"[2페이즈] 넉백 패턴이 잘 구분되지 않는다면, 공격을 피할 때 항상 멀리 떨어져서 피하세요. 그리고 공중에서 넉백 공격에 맞아서 맵 끝으로 날아가지 않도록 조심하세요."
,,,,,,,,,,,02003586,반짝이는 파란 별 물약,02003607,소형 경험 축적의 비약,02438412,거울세계의 코어 젬스톤,,,,,,,"[2페이즈] 거짓의 거울 패턴을 진행할 때, 항상 [풀 피] 를 유지하세요. 풀 피 상태여야만 다리에 맞아도 생존해서, 패턴에 죽지 않을 기회를 얻을 수 있습니다. [쓸만한 스킬] 에 체력이 깎이는 것도 잘 보아야 합니다."
,,,,,,,,,,,02633892,대형 보스 명예의 훈장,02003587,반짝이는 빨간 별 물약,02730002,수상한 에디셔널 큐브 9개,,,공간 붕괴 패턴,공간 붕괴 패턴,공간 붕괴 패턴,,[3페이즈] 거미줄을 꾸준히 지워야만 전투를 쾌적하고 유리하게 진행할 수 있습니다.
,,,,,,,,,,,02028407,녹옥의 보스 반지 상자(하급),02003586,반짝이는 파란 별 물약,02048717,영원한 환생의 불꽃,,,"윌의 체력이 약 0.4% / 33.4% / 66.4% 가 되거나, 특정 주기마다 윌이 파란방 또는 보라방 중 한 곳의 공간을 파괴합니다.\\n파괴되는 공간에 있으면 즉사 피해\\n공간 붕괴 시전 후, 윌의 두 가지 체력 중에서 가장 많이 남은 체력만큼 본체의 체력이 적용됩니다.","윌의 체력이 약 0.4% / 33.4% / 66.4% 가 되거나, 특정 주기마다 윌이 파란방 또는 보라방 중 한 곳의 공간을 파괴합니다.\\n파괴되는 공간에 있으면 즉사 피해\\n공간 붕괴 시전 후, 윌의 두 가지 체력 중에서 가장 많이 남은 체력만큼 본체의 체력이 적용됩니다.","윌의 체력이 약 0.4% / 33.4% / 66.4% 가 되거나, 특정 주기마다 윌이 파란방 또는 보라방 중 한 곳의 공간을 파괴합니다.\\n파괴되는 공간에 있으면 즉사 피해\\n공간 붕괴 시전 후, 윌의 두 가지 체력 중에서 가장 많이 남은 체력만큼 본체의 체력이 적용됩니다.",,"[3페이즈] [흰 눈] 과 [노란 눈] 패턴은 거의 항상 번갈아 나오도록 설계되어 있습니다. 어떤 눈으로 찍기 패턴을 사용하는지 미리 인지하면, 패턴 대응이 훨씬 쉬워집니다."
