1,15001020,충아,액티브,20,번개의 힘이 깃든 주먹을 내질러 눈 앞의 적을 공격한다. 뇌성과 자기 자신을 제외한 모든 스킬과 연계 가능하다.,"MP 21 소비, 최대 4명의 적을 160%의 데미지로 2번 공격",0
1,15001021,섬광,액티브,15,힘을 집중하여 순간적으로 적에게 돌격한 뒤 기습적인 일격을 날린다. 범위 내에 적이 없을 경우 전방으로 순간 이동한다. 뇌성과 자기 자신을 제외한 모든 스킬과 연계 가능하다. 공중에서 파도와 연계하여 시전 동작을 취소할 수 없다.,"MP 9 소비, 최대 4명의 적을 310%의 데미지로 1번 공격\\n범위 내에 적이 없을 경우 전방 300만큼 순간 이동",0
1,15001022,엘리멘트 : 라이트닝,온오프,10,청백색을 띈 번개의 엘리멘트를 소환하여 그 힘을 얻는다.\\n스킬 사용 시 효과가 활성화되고 재사용 시 비활성화되는 온오프 스킬,공격 적중 시 10% 확률로 30초 동안 뇌전 버프 1개 발생\\n스킬 연계 시 같은 확률로 뇌전 버프 2개 발생\\n뇌전 버프는 최대 2회 누적 가능\\n뇌전 버프 1개당 몬스터의 방어율 5% 무시\\n뇌전 버프를 소모하면 10초 동안 소모한 뇌전 버프가 증가시키는 능력치와 동일한 양만큼 능력치를 증가시키는 보정 버프 적용\\n보정 버프 지속 중 뇌전 버프 획득 시 보정 버프의 중첩 수 감소\\n뇌전 버프와 보정 버프에 의해 증가하는 능력치는 모두 합 적용,0
1,15000023,뇌인,패시브,20,한 줄기 번개의 힘을 다루게 되어 몸이 날렵해진다. 번개의 힘이 엘리멘탈 쉬프트에 깃들어 모습이 변화한다.,"뇌전 버프 발생 확률 20%만큼 증가\\n이동속도 40, 점프력 20, 최대 이동속도 20 증가",0
2,15101020,회축,액티브,20,강력한 상어의 기운으로 주위를 쓸어버린다. 뇌성과 자기 자신을 제외한 모든 스킬과 연계 가능하다.,"MP 31 소비, 최대 6명의 적을 155%의 데미지로 4번 공격",0
2,15101021,파도,액티브,20,도도하게 흐르는 바다와 같이 전진하면서 범위 내 몬스터들을 자신의 앞으로 밀며 쓸어간다. 일부 몬스터는 저항하여 밀리지 않는다.\\n전진 중 아래 방향키를 사용하여 정지할 수 있고 뇌성과 자기 자신을 제외한 모든 스킬과 연계 가능하다. 파도는 먼저 사용한 스킬을 취소하고 발동되며 일부 스킬에서는 다른 스킬보다 더 빠르게 파도로 연계할 수 있다. 파도는 뇌전 버프를 발동시키지 않는다.\\n커스텀 커맨드를 사용하면 방향키 입력 없이 스킬만 재사용 해 정지할 수 있다.\\n커스텀 커맨드 온오프 : 마우스 우클릭,"MP 20 소비, 최대 8명의 적을 255%의 데미지로 2번 공격하며 전방으로 이동",0
2,15100027,해파,패시브,15,[연쇄 스킬]\\n스킬을 연계하면 번개의 힘이 깃들어 적을 향해 흐르는 파도가 생성된다. 해파는 생성될 때 스트라이커가 보는 방향으로 흐르며 일정 범위 내에서 공격할 수 있는 적이 더 많은 방향을 찾아 흐른다.\\n흐르며 충돌하는 적을 공격하며 공격 반사 상태의 적을 공격해도 피해를 입지 않는다.\\n해파 발동 잠금 : 마우스 우클릭,"MP 50 소비, 스킬 연계 시 재발동 대기시간이 아니라면 생성\\n일정 방향으로 흐르며 최대 5명의 적을 190%의 데미지로 4번 공격\\n2700 만큼 이동하거나 공격한 적의 수가 24명 도달 시 소멸\\n한명의 적에게는 최대 1번까지만 공격\\n재발동 대기시간 12초",0
2,15100029,너클 액셀레이션,패시브,5,너클의 공격 속도와 힘을 증가시킨다.\\n필요 스킬 : 너클 마스터리 5레벨 이상\\n4차 스킬 '윈드 부스터'를 익히기 위해 5레벨 이상 필요,"힘 20, 너클의 공격 속도 2단계 증가",0
2,15100023,너클 마스터리,패시브,10,너클 숙련도와 최종 데미지를 증가시킨다. ,"너클 숙련도 50% 증가, 최종 데미지 5% 증가",0
2,15100024,단련,패시브,14,끊임없는 수련을 통해 육체를 강화한다.,"힘 60, 크리티컬 확률 15%, 크리티컬 데미지 5% 증가",0
